  Time                 , V(C7:1)              
  1.200307464261e-003  ,1.596512749030e-002  
  1.201307487149e-003  ,1.579615147403e-002  
  1.202307510037e-003  ,1.562164941103e-002  
  1.203307532926e-003  ,1.544282977000e-002  
  1.204307555814e-003  ,1.527728047440e-002  
  1.205307578702e-003  ,1.511053629986e-002  
  1.206307601590e-003  ,1.494097426736e-002  
  1.207307624478e-003  ,1.476487956206e-002  
  1.208307647367e-003  ,1.458319940338e-002  
  1.209307670255e-003  ,1.441888703786e-002  
  1.210307693143e-003  ,1.425066683345e-002  
  1.211307716031e-003  ,1.407242710377e-002  
  1.212307738919e-003  ,1.390559045184e-002  
  1.213307761807e-003  ,1.373087927851e-002  
  1.214307784696e-003  ,1.355820023136e-002  
  1.215307807584e-003  ,1.338820608611e-002  
  1.216307830472e-003  ,1.320663711071e-002  
  1.217307853360e-003  ,1.303752542986e-002  
  1.218307876248e-003  ,1.286430898773e-002  
  1.219307899137e-003  ,1.269135068380e-002  
  1.220307922025e-003  ,1.251702961435e-002  
  1.221307944913e-003  ,1.233893734688e-002  
  1.222307967801e-003  ,1.217721631963e-002  
  1.223307990689e-003  ,1.200004086864e-002  
  1.224308013577e-003  ,1.181525279579e-002  
  1.225308036466e-003  ,1.164043588744e-002  
  1.226308059354e-003  ,1.146430528643e-002  
  1.227308082242e-003  ,1.130249736500e-002  
  1.228308105130e-003  ,1.112391418491e-002  
  1.229308128018e-003  ,1.094177061350e-002  
  1.230308150907e-003  ,1.076781067484e-002  
  1.231308173795e-003  ,1.059022869523e-002  
  1.232308196683e-003  ,1.042192755690e-002  
  1.233308219571e-003  ,1.024956835480e-002  
  1.234308242459e-003  ,1.005653835617e-002  
  1.235308265347e-003  ,9.886000819718e-003  
  1.236308288236e-003  ,9.720965262210e-003  
  1.237308311124e-003  ,9.545291860534e-003  
  1.238308334012e-003  ,9.371801609566e-003  
  1.239308356900e-003  ,9.182448765151e-003  
  1.240308379788e-003  ,8.992314950452e-003  
  1.241308402677e-003  ,8.837236767775e-003  
  1.242308425565e-003  ,8.660159440288e-003  
  1.243308448453e-003  ,8.488872945388e-003  
  1.244308471341e-003  ,8.300687350041e-003  
  1.245308494229e-003  ,8.108851332607e-003  
  1.246308517118e-003  ,7.955109707418e-003  
  1.247308540006e-003  ,7.774198934864e-003  
  1.248308562894e-003  ,7.585104214534e-003  
  1.249308585782e-003  ,7.413320302696e-003  
  1.250308608670e-003  ,7.229701608488e-003  
  1.251308631558e-003  ,7.052002144751e-003  
  1.252308654447e-003  ,6.874303060120e-003  
  1.253308677335e-003  ,6.698089198235e-003  
  1.254308700223e-003  ,6.519184151328e-003  
  1.255308723111e-003  ,6.341831236172e-003  
  1.256308745999e-003  ,6.164888140012e-003  
  1.257308768888e-003  ,5.974119014085e-003  
  1.258308791776e-003  ,5.803358345330e-003  
  1.259308814664e-003  ,5.627778237828e-003  
  1.260308837552e-003  ,5.447945165914e-003  
  1.261308860440e-003  ,5.263197298493e-003  
  1.262308883328e-003  ,5.083725881155e-003  
  1.263308906217e-003  ,4.909401028327e-003  
  1.264308929105e-003  ,4.737398425538e-003  
  1.265308951993e-003  ,4.543725286869e-003  
  1.266308974881e-003  ,4.367255136081e-003  
  1.267308997769e-003  ,4.184576616811e-003  
  1.268309020658e-003  ,4.010637982661e-003  
  1.269309043546e-003  ,3.840958538792e-003  
  1.270309066434e-003  ,3.643187138318e-003  
  1.271309089322e-003  ,3.467585941830e-003  
  1.272309112210e-003  ,3.289339225426e-003  
  1.273309135098e-003  ,3.112225692605e-003  
  1.274309157987e-003  ,2.936808835843e-003  
  1.275309180875e-003  ,2.746304383234e-003  
  1.276309203763e-003  ,2.565293094409e-003  
  1.277309226651e-003  ,2.393596961616e-003  
  1.278309249539e-003  ,2.215485723630e-003  
  1.279309272428e-003  ,2.024718550458e-003  
  1.280309295316e-003  ,1.845186752039e-003  
  1.281309318204e-003  ,1.664110390492e-003  
  1.282309341092e-003  ,1.490122558360e-003  
  1.283309363980e-003  ,1.311074911193e-003  
  1.284309386868e-003  ,1.119361155177e-003  
  1.285309409757e-003  ,9.444772908758e-004  
  1.286309432645e-003  ,7.684465354796e-004  
  1.287309455533e-003  ,5.854986865570e-004  
  1.288309478421e-003  ,4.003112012345e-004  
  1.289309501309e-003  ,2.185578893386e-004  
  1.290309524198e-003  ,4.594815559500e-005  
  1.291309547086e-003  ,-1.417775239894e-004  
  1.292309569974e-003  ,-3.240734382617e-004  
  1.293309592862e-003  ,-5.065416291989e-004  
  1.294309615750e-003  ,-6.861300805445e-004  
  1.295309638639e-003  ,-8.635822883534e-004  
  1.296309661527e-003  ,-1.043765957606e-003  
  1.297309684415e-003  ,-1.231749585306e-003  
  1.298309707303e-003  ,-1.408144221755e-003  
  1.299309730191e-003  ,-1.591131460325e-003  
  1.300309753079e-003  ,-1.769956308411e-003  
  1.301309775968e-003  ,-1.954025598450e-003  
  1.302309798856e-003  ,-2.135080412756e-003  
  1.303309821744e-003  ,-2.315356926061e-003  
  1.304309844632e-003  ,-2.496402573721e-003  
  1.305309867520e-003  ,-2.679580806041e-003  
  1.306309890409e-003  ,-2.859583562685e-003  
  1.307309913297e-003  ,-3.041991171397e-003  
  1.308309936185e-003  ,-3.222645894860e-003  
  1.309309959073e-003  ,-3.405152152730e-003  
  1.310309981961e-003  ,-3.584607559361e-003  
  1.311310004849e-003  ,-3.770783402633e-003  
  1.312310027738e-003  ,-3.948647478376e-003  
  1.313310050626e-003  ,-4.127302741209e-003  
  1.314310073514e-003  ,-4.309665854302e-003  
  1.315310096402e-003  ,-4.495944116051e-003  
  1.316310119290e-003  ,-4.674789826653e-003  
  1.317310142179e-003  ,-4.854429294055e-003  
  1.318310165067e-003  ,-5.034054530960e-003  
  1.319310187955e-003  ,-5.225076660498e-003  
  1.320310210843e-003  ,-5.405144851510e-003  
  1.321310233731e-003  ,-5.580832599697e-003  
  1.322310256619e-003  ,-5.753522079560e-003  
  1.323310279508e-003  ,-5.944202186145e-003  
  1.324310302396e-003  ,-6.130853455916e-003  
  1.325310325284e-003  ,-6.304245497923e-003  
  1.326310348172e-003  ,-6.482597515769e-003  
  1.327310371060e-003  ,-6.666035969540e-003  
  1.328310393949e-003  ,-6.854547969024e-003  
  1.329310416837e-003  ,-7.033972953156e-003  
  1.330310439725e-003  ,-7.204466951810e-003  
  1.331310462613e-003  ,-7.395164663722e-003  
  1.332310485501e-003  ,-7.575912004694e-003  
  1.333310508389e-003  ,-7.756829832911e-003  
  1.334310531278e-003  ,-7.929084622822e-003  
  1.335310554166e-003  ,-8.117518001824e-003  
  1.336310577054e-003  ,-8.299157776936e-003  
  1.337310599942e-003  ,-8.480834027899e-003  
  1.338310622830e-003  ,-8.655506009156e-003  
  1.339310645719e-003  ,-8.837761642137e-003  
  1.340310668607e-003  ,-9.023477904129e-003  
  1.341310691495e-003  ,-9.200861865114e-003  
  1.342310714383e-003  ,-9.380417385431e-003  
  1.343310737271e-003  ,-9.559640489862e-003  
  1.344310760160e-003  ,-9.739151582893e-003  
  1.345310783048e-003  ,-9.923724492587e-003  
  1.346310805936e-003  ,-1.009883548330e-002  
  1.347310828824e-003  ,-1.028272658976e-002  
  1.348310851712e-003  ,-1.046017721158e-002  
  1.349310874600e-003  ,-1.064181278878e-002  
  1.350310897489e-003  ,-1.082089713137e-002  
  1.351310920377e-003  ,-1.100001912150e-002  
  1.352310943265e-003  ,-1.117976916805e-002  
  1.353310966153e-003  ,-1.136007791311e-002  
  1.354310989041e-003  ,-1.153799721597e-002  
  1.355311011930e-003  ,-1.171948880517e-002  
  1.356311034818e-003  ,-1.189771913711e-002  
  1.357311057706e-003  ,-1.207943691965e-002  
  1.358311080594e-003  ,-1.225345347646e-002  
  1.359311103482e-003  ,-1.243495507322e-002  
  1.360311126370e-003  ,-1.261406685403e-002  
  1.361311149259e-003  ,-1.279368618802e-002  
  1.362311172147e-003  ,-1.296978187916e-002  
  1.363311195035e-003  ,-1.315176909313e-002  
  1.364311217923e-003  ,-1.332895038993e-002  
  1.365311240811e-003  ,-1.350903079405e-002  
  1.366311263700e-003  ,-1.368205898564e-002  
  1.367311286588e-003  ,-1.386308570039e-002  
  1.368311309476e-003  ,-1.404173409419e-002  
  1.369311332364e-003  ,-1.422239152552e-002  
  1.370311355252e-003  ,-1.439162743324e-002  
  1.371311378140e-003  ,-1.457856681056e-002  
  1.372311401029e-003  ,-1.475181581897e-002  
  1.373311423917e-003  ,-1.492969344622e-002  
  1.374311446805e-003  ,-1.510539625826e-002  
  1.375311469693e-003  ,-1.528353310575e-002  
  1.376311492581e-003  ,-1.546048302552e-002  
  1.377311515470e-003  ,-1.563721788793e-002  
  1.378311538358e-003  ,-1.581145179797e-002  
  1.379311561246e-003  ,-1.599190443600e-002  
  1.380311584134e-003  ,-1.616687436979e-002  
  1.381311607022e-003  ,-1.634486664424e-002  
  1.382311629910e-003  ,-1.651568269935e-002  
  1.383311652799e-003  ,-1.669736092747e-002  
  1.384311675687e-003  ,-1.687079166422e-002  
  1.385311698575e-003  ,-1.704681201395e-002  
  1.386311721463e-003  ,-1.722058938908e-002  
  1.387311744351e-003  ,-1.739717284317e-002  
  1.388311767240e-003  ,-1.757228459732e-002  
  1.389311790128e-003  ,-1.774836319937e-002  
  1.390311813016e-003  ,-1.791833189005e-002  
  1.391311835904e-003  ,-1.809884533019e-002  
  1.392311858792e-003  ,-1.827092223254e-002  
  1.393311881681e-003  ,-1.844709852921e-002  
  1.394311904569e-003  ,-1.861586173932e-002  
  1.395311927457e-003  ,-1.879547915172e-002  
  1.396311950345e-003  ,-1.896683623718e-002  
  1.397311973233e-003  ,-1.914085404114e-002  
  1.398311996121e-003  ,-1.931251906785e-002  
  1.399312019010e-003  ,-1.948691714343e-002  
  1.400312041898e-003  ,-1.965987807330e-002  
  1.401312064786e-003  ,-1.983385807391e-002  
  1.402312087674e-003  ,-2.000150067254e-002  
  1.403312110562e-003  ,-2.017985456578e-002  
  1.404312133451e-003  ,-2.034961032786e-002  
  1.405312156339e-003  ,-2.052358620568e-002  
  1.406312179227e-003  ,-2.068990200056e-002  
  1.407312202115e-003  ,-2.086730695437e-002  
  1.408312225003e-003  ,-2.103624441993e-002  
  1.409312247891e-003  ,-2.120785346951e-002  
  1.410312270780e-003  ,-2.137552580402e-002  
  1.411312293668e-003  ,-2.154852372575e-002  
  1.412312316556e-003  ,-2.171953438933e-002  
  1.413312339444e-003  ,-2.189008251198e-002  
  1.414312362332e-003  ,-2.205661463638e-002  
  1.415312385221e-003  ,-2.223131490865e-002  
  1.416312408109e-003  ,-2.239925013530e-002  
  1.417312430997e-003  ,-2.256992724496e-002  
  1.418312453885e-003  ,-2.273334546160e-002  
  1.419312476773e-003  ,-2.290891978631e-002  
  1.420312499661e-003  ,-2.307503898098e-002  
  1.421312522550e-003  ,-2.324357460169e-002  
  1.422312545438e-003  ,-2.340808513904e-002  
  1.423312568326e-003  ,-2.358107130098e-002  
  1.424312591214e-003  ,-2.374705882004e-002  
  1.425312614102e-003  ,-2.391572771799e-002  
  1.426312636991e-003  ,-2.407715018314e-002  
  1.427312659879e-003  ,-2.425091755466e-002  
  1.428312682767e-003  ,-2.441504160434e-002  
  1.429312705655e-003  ,-2.458154258027e-002  
  1.430312728543e-003  ,-2.474398861682e-002  
  1.431312751431e-003  ,-2.491508803517e-002  
  1.432312774320e-003  ,-2.507897304766e-002  
  1.433312797208e-003  ,-2.524551037823e-002  
  1.434312820096e-003  ,-2.540475717813e-002  
  1.435312842984e-003  ,-2.557648227127e-002  
  1.436312865872e-003  ,-2.573842635512e-002  
  1.437312888761e-003  ,-2.590273487296e-002  
  1.438312911649e-003  ,-2.606293235198e-002  
  1.439312934537e-003  ,-2.623190565645e-002  
  1.440312957425e-003  ,-2.639353525312e-002  
  1.441312980313e-003  ,-2.655662440322e-002  
  1.442313003202e-003  ,-2.671553096188e-002  
  1.443313026090e-003  ,-2.688358420213e-002  
  1.444313048978e-003  ,-2.704398572273e-002  
  1.445313071866e-003  ,-2.720583025060e-002  
  1.446313094754e-003  ,-2.736347647582e-002  
  1.447313117642e-003  ,-2.753046965156e-002  
  1.448313140531e-003  ,-2.768963551478e-002  
  1.449313163419e-003  ,-2.785020394410e-002  
  1.450313186307e-003  ,-2.800657708352e-002  
  1.451313209195e-003  ,-2.816977497689e-002  
  1.452313232083e-003  ,-2.833036786074e-002  
  1.453313254972e-003  ,-2.848970859001e-002  
  1.454313277860e-003  ,-2.864481590386e-002  
  1.455313300748e-003  ,-2.880949031055e-002  
  1.456313323636e-003  ,-2.896613055441e-002  
  1.457313346524e-003  ,-2.912416558112e-002  
  1.458313369412e-003  ,-2.927794372159e-002  
  1.459313392301e-003  ,-2.944136007290e-002  
  1.460313415189e-003  ,-2.959667089439e-002  
  1.461313438077e-003  ,-2.975336810942e-002  
  1.462313460965e-003  ,-2.990578746257e-002  
  1.463313483853e-003  ,-3.006789630143e-002  
  1.464313506742e-003  ,-3.022184340200e-002  
  1.465313529630e-003  ,-3.037717045428e-002  
  1.466313552518e-003  ,-3.052819906874e-002  
  1.467313575406e-003  ,-3.068895602193e-002  
  1.468313598294e-003  ,-3.084150483152e-002  
  1.469313621182e-003  ,-3.099542786587e-002  
  1.470313644071e-003  ,-3.114503265543e-002  
  1.471313666959e-003  ,-3.130439478498e-002  
  1.472313689847e-003  ,-3.145551108117e-002  
  1.473313712735e-003  ,-3.160799547854e-002  
  1.474313735623e-003  ,-3.175614263446e-002  
  1.475313758512e-003  ,-3.191407016075e-002  
  1.476313781400e-003  ,-3.206371874457e-002  
  1.477313804288e-003  ,-3.221585730494e-002  
  1.478313827176e-003  ,-3.236064164649e-002  
  1.479313850064e-003  ,-3.251846824168e-002  
  1.480313872952e-003  ,-3.266773003089e-002  
  1.481313895841e-003  ,-3.281566407573e-002  
  1.482313918729e-003  ,-3.296158612046e-002  
  1.483313941617e-003  ,-3.311600694739e-002  
  1.484313964505e-003  ,-3.326461461899e-002  
  1.485313987393e-003  ,-3.341011769482e-002  
  1.486314010282e-003  ,-3.355280479131e-002  
  1.487314033170e-003  ,-3.371021343575e-002  
  1.488314056058e-003  ,-3.385442896986e-002  
  1.489314078946e-003  ,-3.399907193108e-002  
  1.490314101834e-003  ,-3.413936819032e-002  
  1.491314124723e-003  ,-3.429509562777e-002  
  1.492314147611e-003  ,-3.443769554342e-002  
  1.493314170499e-003  ,-3.458045615084e-002  
  1.494314193387e-003  ,-3.471894210379e-002  
  1.495314216275e-003  ,-3.487296642668e-002  
  1.496314239163e-003  ,-3.501402885452e-002  
  1.497314262052e-003  ,-3.515476114517e-002  
  1.498314284940e-003  ,-3.529147673125e-002  
  1.499314307828e-003  ,-3.544370013778e-002  
  1.500314330716e-003  ,-3.558536313795e-002  
  1.501314353604e-003  ,-3.572410547972e-002  
  1.502314376493e-003  ,-3.586024268469e-002  
  1.503314399381e-003  ,-3.600620337674e-002  
  1.504314422269e-003  ,-3.614840646471e-002  
  1.505314445157e-003  ,-3.628606386121e-002  
  1.506314468045e-003  ,-3.641937543097e-002  
  1.507314490933e-003  ,-3.656405468417e-002  
  1.508314513822e-003  ,-3.670535055191e-002  
  1.509314536710e-003  ,-3.684049611465e-002  
  1.510314559598e-003  ,-3.697018376792e-002  
  1.511314582486e-003  ,-3.712280127193e-002  
  1.512314605374e-003  ,-3.725573114068e-002  
  1.513314628263e-003  ,-3.738844849652e-002  
  1.514314651151e-003  ,-3.751883977617e-002  
  1.515314674039e-003  ,-3.765918359057e-002  
  1.516314696927e-003  ,-3.779934636027e-002  
  1.517314719815e-003  ,-3.793129333627e-002  
  1.518314742703e-003  ,-3.805601498250e-002  
  1.519314765592e-003  ,-3.820218033220e-002  
  1.520314788480e-003  ,-3.833289677726e-002  
  1.521314811368e-003  ,-3.846427249592e-002  
  1.522314834256e-003  ,-3.858822850434e-002  
  1.523314857144e-003  ,-3.872971747424e-002  
  1.524314880033e-003  ,-3.886035255180e-002  
  1.525314902921e-003  ,-3.898824410691e-002  
  1.526314925809e-003  ,-3.911344984580e-002  
  1.527314948697e-003  ,-3.924838949587e-002  
  1.528314971585e-003  ,-3.937953546406e-002  
  1.529314994473e-003  ,-3.950614786506e-002  
  1.530315017362e-003  ,-3.962841529817e-002  
  1.531315040250e-003  ,-3.976611834301e-002  
  1.532315063138e-003  ,-3.989104900983e-002  
  1.533315086026e-003  ,-4.001566233408e-002  
  1.534315108914e-003  ,-4.013811283806e-002  
  1.535315131803e-003  ,-4.027175450044e-002  
  1.536315154691e-003  ,-4.039565432428e-002  
  1.537315177579e-003  ,-4.051825356036e-002  
  1.538315200467e-003  ,-4.063908401025e-002  
  1.539315223355e-003  ,-4.076999355797e-002  
  1.540315246244e-003  ,-4.089371208700e-002  
  1.541315269132e-003  ,-4.101295285469e-002  
  1.542315292020e-003  ,-4.112968293583e-002  
  1.543315314908e-003  ,-4.125682617028e-002  
  1.544315337796e-003  ,-4.138322368626e-002  
  1.545315360684e-003  ,-4.150153182972e-002  
  1.546315383573e-003  ,-4.161282707683e-002  
  1.547315406461e-003  ,-4.174484097696e-002  
  1.548315429349e-003  ,-4.186182112676e-002  
  1.549315452237e-003  ,-4.197935677130e-002  
  1.550315475125e-003  ,-4.208963131939e-002  
  1.551315498014e-003  ,-4.221698897807e-002  
  1.552315520902e-003  ,-4.233369148812e-002  
  1.553315543790e-003  ,-4.244799440806e-002  
  1.554315566678e-003  ,-4.255861881752e-002  
  1.555315589566e-003  ,-4.267970690763e-002  
  1.556315612454e-003  ,-4.279783607089e-002  
  1.557315635343e-003  ,-4.290974569079e-002  
  1.558315658231e-003  ,-4.301631689064e-002  
  1.559315681119e-003  ,-4.314187339291e-002  
  1.560315704007e-003  ,-4.325251660808e-002  
  1.561315726895e-003  ,-4.336369743574e-002  
  1.562315749784e-003  ,-4.346795486165e-002  
  1.563315772672e-003  ,-4.358882118352e-002  
  1.564315795560e-003  ,-4.369898668664e-002  
  1.565315818448e-003  ,-4.380662404730e-002  
  1.566315841336e-003  ,-4.391153222434e-002  
  1.567315864224e-003  ,-4.402574637487e-002  
  1.568315887113e-003  ,-4.413622369119e-002  
  1.569315910001e-003  ,-4.424230230621e-002  
  1.570315932889e-003  ,-4.434418095761e-002  
  1.571315955777e-003  ,-4.446068418215e-002  
  1.572315978665e-003  ,-4.456595816361e-002  
  1.573316001554e-003  ,-4.467059516440e-002  
  1.574316024442e-003  ,-4.476873876007e-002  
  1.575316047330e-003  ,-4.488299740348e-002  
  1.576316070218e-003  ,-4.498648886860e-002  
  1.577316093106e-003  ,-4.508769513440e-002  
  1.578316115994e-003  ,-4.518606930577e-002  
  1.579316138883e-003  ,-4.529360843372e-002  
  1.580316161771e-003  ,-4.539743159387e-002  
  1.581316184659e-003  ,-4.549692402601e-002  
  1.582316207547e-003  ,-4.559228343822e-002  
  1.583316230435e-003  ,-4.570190970268e-002  
  1.584316253324e-003  ,-4.580055940061e-002  
  1.585316276212e-003  ,-4.589856032441e-002  
  1.586316299100e-003  ,-4.599016340039e-002  
  1.587316321988e-003  ,-4.609748735777e-002  
  1.588316344876e-003  ,-4.619429695885e-002  
  1.589316367765e-003  ,-4.628885972441e-002  
  1.590316390653e-003  ,-4.638068715039e-002  
  1.591316413541e-003  ,-4.648139765405e-002  
  1.592316436429e-003  ,-4.657844597952e-002  
  1.593316459317e-003  ,-4.667123310423e-002  
  1.594316482205e-003  ,-4.675997780772e-002  
  1.595316505094e-003  ,-4.686256023149e-002  
  1.596316527982e-003  ,-4.695437210638e-002  
  1.597316550870e-003  ,-4.704471413227e-002  
  1.598316573758e-003  ,-4.713141890841e-002  
  1.599316596646e-003  ,-4.722776110868e-002  
  1.600316619535e-003  ,-4.732121146099e-002  
  1.601316642423e-003  ,-4.740903563792e-002  
  1.602316665311e-003  ,-4.749510136455e-002  
  1.603316688199e-003  ,-4.758837399782e-002  
  1.604316711087e-003  ,-4.767853941022e-002  
  1.605316733975e-003  ,-4.776393014255e-002  
  1.606316756864e-003  ,-4.784563324386e-002  
  1.607316779752e-003  ,-4.793712620628e-002  
  1.608316802640e-003  ,-4.802754178389e-002  
  1.609316825528e-003  ,-4.811086535511e-002  
  1.610316848416e-003  ,-4.818840032830e-002  
  1.611316871305e-003  ,-4.828357244352e-002  
  1.612316894193e-003  ,-4.836529979902e-002  
  1.613316917081e-003  ,-4.844654829507e-002  
  1.614316939969e-003  ,-4.852435556266e-002  
  1.615316962857e-003  ,-4.861126012245e-002  
  1.616316985745e-003  ,-4.869532434133e-002  
  1.617317008634e-003  ,-4.877546880183e-002  
  1.618317031522e-003  ,-4.884937372377e-002  
  1.619317054410e-003  ,-4.893857628379e-002  
  1.620317077298e-003  ,-4.901592914357e-002  
  1.621317100186e-003  ,-4.909329405361e-002  
  1.622317123075e-003  ,-4.916565911011e-002  
  1.623317145963e-003  ,-4.925155040411e-002  
  1.624317168851e-003  ,-4.932763143497e-002  
  1.625317191739e-003  ,-4.940220716547e-002  
  1.626317214627e-003  ,-4.947346981896e-002  
  1.627317237515e-003  ,-4.955343305167e-002  
  1.628317260404e-003  ,-4.963075914394e-002  
  1.629317283292e-003  ,-4.970279858512e-002  
  1.630317306180e-003  ,-4.977028882257e-002  
  1.631317329068e-003  ,-4.985336986479e-002  
  1.632317351956e-003  ,-4.992392761783e-002  
  1.633317374845e-003  ,-4.999395688018e-002  
  1.634317397733e-003  ,-5.006077598126e-002  
  1.635317420621e-003  ,-5.013604190987e-002  
  1.636317443509e-003  ,-5.020864030968e-002  
  1.637317466397e-003  ,-5.027699252643e-002  
  1.638317489286e-003  ,-5.033992746142e-002  
  1.639317512174e-003  ,-5.041853070189e-002  
  1.640317535062e-003  ,-5.048359369305e-002  
  1.641317557950e-003  ,-5.054948922914e-002  
  1.642317580838e-003  ,-5.061390801567e-002  
  1.643317603726e-003  ,-5.068407785672e-002  
  1.644317626615e-003  ,-5.075122288903e-002  
  1.645317649503e-003  ,-5.081444506505e-002  
  1.646317672391e-003  ,-5.087428680232e-002  
  1.647317695279e-003  ,-5.094591671908e-002  
  1.648317718167e-003  ,-5.100879559227e-002  
  1.649317741056e-003  ,-5.107016948006e-002  
  1.650317763944e-003  ,-5.112863569323e-002  
  1.651317786832e-003  ,-5.119479159038e-002  
  1.652317809720e-003  ,-5.125860041958e-002  
  1.653317832608e-003  ,-5.131760676084e-002  
  1.654317855496e-003  ,-5.137250293375e-002  
  1.655317878385e-003  ,-5.144137929427e-002  
  1.656317901273e-003  ,-5.149877940728e-002  
  1.657317924161e-003  ,-5.155586757285e-002  
  1.658317947049e-003  ,-5.161002494346e-002  
  1.659317969937e-003  ,-5.167172713619e-002  
  1.660317992826e-003  ,-5.173100829552e-002  
  1.661318015714e-003  ,-5.178647837904e-002  
  1.662318038602e-003  ,-5.183708045855e-002  
  1.663318061490e-003  ,-5.190163880995e-002  
  1.664318084378e-003  ,-5.195409509816e-002  
  1.665318107266e-003  ,-5.200728175232e-002  
  1.666318130155e-003  ,-5.205912958316e-002  
  1.667318153043e-003  ,-5.211607122084e-002  
  1.668318175931e-003  ,-5.217012072105e-002  
  1.669318198819e-003  ,-5.222080779617e-002  
  1.670318221707e-003  ,-5.226864807995e-002  
  1.671318244596e-003  ,-5.232668521458e-002  
  1.672318267484e-003  ,-5.237700616928e-002  
  1.673318290372e-003  ,-5.242599552903e-002  
  1.674318313260e-003  ,-5.247238383872e-002  
  1.675318336148e-003  ,-5.252551271174e-002  
  1.676318359036e-003  ,-5.257579276636e-002  
  1.677318381925e-003  ,-5.262300304860e-002  
  1.678318404813e-003  ,-5.266738830855e-002  
  1.679318427701e-003  ,-5.272132112156e-002  
  1.680318450589e-003  ,-5.276729452234e-002  
  1.681318473477e-003  ,-5.281234083713e-002  
  1.682318496366e-003  ,-5.285506969800e-002  
  1.683318519254e-003  ,-5.290406693083e-002  
  1.684318542142e-003  ,-5.295040665045e-002  
  1.685318565030e-003  ,-5.299380471256e-002  
  1.686318587918e-003  ,-5.303442807658e-002  
  1.687318610807e-003  ,-5.308419225440e-002  
  1.688318633695e-003  ,-5.312658099589e-002  
  1.689318656583e-003  ,-5.316788920994e-002  
  1.690318679471e-003  ,-5.320840659592e-002  
  1.691318702359e-003  ,-5.325217868963e-002  
  1.692318725247e-003  ,-5.329473959280e-002  
  1.693318748136e-003  ,-5.333448123132e-002  
  1.694318771024e-003  ,-5.337170410667e-002  
  1.695318793912e-003  ,-5.341754578515e-002  
  1.696318816800e-003  ,-5.345625145621e-002  
  1.697318839688e-003  ,-5.349403381032e-002  
  1.698318862577e-003  ,-5.352975025082e-002  
  1.699318885465e-003  ,-5.357107757221e-002  
  1.700318908353e-003  ,-5.361001761127e-002  
  1.701318931241e-003  ,-5.364631618811e-002  
  1.702318954129e-003  ,-5.368015117594e-002  
  1.703318977017e-003  ,-5.372220634205e-002  
  1.704318999906e-003  ,-5.375748516929e-002  
  1.705319022794e-003  ,-5.379188696319e-002  
  1.706319045682e-003  ,-5.382433777365e-002  
  1.707319068570e-003  ,-5.386209216033e-002  
  1.708319091458e-003  ,-5.389758930916e-002  
  1.709319114347e-003  ,-5.393058812401e-002  
  1.710319137235e-003  ,-5.396126387364e-002  
  1.711319160123e-003  ,-5.399970560945e-002  
  1.712319183011e-003  ,-5.403169971996e-002  
  1.713319205899e-003  ,-5.406290718168e-002  
  1.714319228787e-003  ,-5.409225083839e-002  
  1.715319251676e-003  ,-5.412661999740e-002  
  1.716319274564e-003  ,-5.415885242160e-002  
  1.717319297452e-003  ,-5.418872821661e-002  
  1.718319320340e-003  ,-5.421641548806e-002  
  1.719319343228e-003  ,-5.425142707324e-002  
  1.720319366117e-003  ,-5.428034040430e-002  
  1.721319389005e-003  ,-5.430852733784e-002  
  1.722319411893e-003  ,-5.433495278004e-002  
  1.723319434781e-003  ,-5.436611859704e-002  
  1.724319457669e-003  ,-5.439527157611e-002  
  1.725319480557e-003  ,-5.442220633206e-002  
  1.726319503446e-003  ,-5.444708599161e-002  
  1.727319526334e-003  ,-5.447885952177e-002  
  1.728319549222e-003  ,-5.450486459741e-002  
  1.729319572110e-003  ,-5.453021520661e-002  
  1.730319594998e-003  ,-5.455389613322e-002  
  1.731319617887e-003  ,-5.458204822626e-002  
  1.732319640775e-003  ,-5.460830543682e-002  
  1.733319663663e-003  ,-5.463247955827e-002  
  1.734319686551e-003  ,-5.465472636210e-002  
  1.735319709439e-003  ,-5.468345230742e-002  
  1.736319732328e-003  ,-5.470673807340e-002  
  1.737319755216e-003  ,-5.472943002996e-002  
  1.738319778104e-003  ,-5.475054642822e-002  
  1.739319800992e-003  ,-5.477586979310e-002  
  1.740319823880e-003  ,-5.479941454764e-002  
  1.741319846768e-003  ,-5.482100652285e-002  
  1.742319869657e-003  ,-5.484079494643e-002  
  1.743319892545e-003  ,-5.486666348135e-002  
  1.744319915433e-003  ,-5.488740630319e-002  
  1.745319938321e-003  ,-5.490761567808e-002  
  1.746319961209e-003  ,-5.492633856442e-002  
  1.747319984098e-003  ,-5.494901703288e-002  
  1.748320006986e-003  ,-5.497002782251e-002  
  1.749320029874e-003  ,-5.498920151069e-002  
  1.750320052762e-003  ,-5.500667776655e-002  
  1.751320075650e-003  ,-5.502984518645e-002  
  1.752320098538e-003  ,-5.504802456012e-002  
  1.753320121427e-003  ,-5.506609452040e-002  
  1.754320144315e-003  ,-5.508254112706e-002  
  1.755320167203e-003  ,-5.510285486927e-002  
  1.756320190091e-003  ,-5.512201950475e-002  
  1.757320212979e-003  ,-5.513880238434e-002  
  1.758320235868e-003  ,-5.515358307876e-002  
  1.759320258756e-003  ,-5.517462918160e-002  
  1.760320281644e-003  ,-5.519059208626e-002  
  1.761320304532e-003  ,-5.520630483627e-002  
  1.762320327420e-003  ,-5.522073382242e-002  
