  Time                 , V(C7:1)              
  1.072824474764e-004  ,3.272174003929e-003  
  1.082824703646e-004  ,3.326780910956e-003  
  1.092824932528e-004  ,3.378131481306e-003  
  1.102825161409e-004  ,3.451241456190e-003  
  1.112825390291e-004  ,3.506790767752e-003  
  1.122825619173e-004  ,3.563202355967e-003  
  1.132825848055e-004  ,3.615379165542e-003  
  1.142826076937e-004  ,3.691638207975e-003  
  1.152826305819e-004  ,3.749497017663e-003  
  1.162826534700e-004  ,3.806696366717e-003  
  1.172826763582e-004  ,3.874305478193e-003  
  1.182826992464e-004  ,3.938451617087e-003  
  1.192827221346e-004  ,4.002367308119e-003  
  1.202827450228e-004  ,4.065555339790e-003  
  1.212827679110e-004  ,4.129173692202e-003  
  1.222827907991e-004  ,4.192530655011e-003  
  1.232828136873e-004  ,4.254921612350e-003  
  1.242828365755e-004  ,4.329199731679e-003  
  1.252828594637e-004  ,4.395016505070e-003  
  1.262828823519e-004  ,4.468203836574e-003  
  1.272829052401e-004  ,4.536921435975e-003  
  1.282829281282e-004  ,4.598619747381e-003  
  1.292829510164e-004  ,4.666845435858e-003  
  1.302829739046e-004  ,4.728078001635e-003  
  1.312829967928e-004  ,4.804179095487e-003  
  1.322830196810e-004  ,4.876929010517e-003  
  1.332830425692e-004  ,4.945680681263e-003  
  1.342830654573e-004  ,5.014803797659e-003  
  1.352830883455e-004  ,5.084256525085e-003  
  1.362831112337e-004  ,5.145211519490e-003  
  1.372831341219e-004  ,5.230163968070e-003  
  1.382831570101e-004  ,5.306367120440e-003  
  1.392831798983e-004  ,5.368260164515e-003  
  1.402832027864e-004  ,5.445007774001e-003  
  1.412832256746e-004  ,5.517358310188e-003  
  1.422832485628e-004  ,5.590119342133e-003  
  1.432832714510e-004  ,5.662780433414e-003  
  1.442832943392e-004  ,5.738541920133e-003  
  1.452833172274e-004  ,5.816208947750e-003  
  1.462833401155e-004  ,5.893512699325e-003  
  1.472833630037e-004  ,5.969169183778e-003  
  1.482833858919e-004  ,6.051520177153e-003  
  1.492834087801e-004  ,6.129189316881e-003  
  1.502834316683e-004  ,6.188960798347e-003  
  1.512834545565e-004  ,6.278047584561e-003  
  1.522834774446e-004  ,6.358792565589e-003  
  1.532835003328e-004  ,6.436178447001e-003  
  1.542835232210e-004  ,6.512922021868e-003  
  1.552835461092e-004  ,6.590469871831e-003  
  1.562835689974e-004  ,6.660900740076e-003  
  1.572835918856e-004  ,6.749039655610e-003  
  1.582836147737e-004  ,6.831114453236e-003  
  1.592836376619e-004  ,6.917104970815e-003  
  1.602836605501e-004  ,7.002848160639e-003  
  1.612836834383e-004  ,7.071213017220e-003  
  1.622837063265e-004  ,7.154562925853e-003  
  1.632837292147e-004  ,7.241286167845e-003  
  1.642837521029e-004  ,7.324269381165e-003  
  1.652837749910e-004  ,7.406017236650e-003  
  1.662837978792e-004  ,7.487359718163e-003  
  1.672838207674e-004  ,7.569704110581e-003  
  1.682838436556e-004  ,7.646208003592e-003  
  1.692838665438e-004  ,7.742224769333e-003  
  1.702838894320e-004  ,7.830400802415e-003  
  1.712839123201e-004  ,7.920718248983e-003  
  1.722839352083e-004  ,7.992759288806e-003  
  1.732839580965e-004  ,8.083653978788e-003  
  1.742839809847e-004  ,8.162305568315e-003  
  1.752840038729e-004  ,8.255834733027e-003  
  1.762840267611e-004  ,8.345758080310e-003  
  1.772840496492e-004  ,8.431480777300e-003  
  1.782840725374e-004  ,8.517518583824e-003  
  1.792840954256e-004  ,8.595341910058e-003  
  1.802841183138e-004  ,8.696900788850e-003  
  1.812841412020e-004  ,8.787328133676e-003  
  1.822841640902e-004  ,8.881618725439e-003  
  1.832841869783e-004  ,8.962470804638e-003  
  1.842842098665e-004  ,9.051942496439e-003  
  1.852842327547e-004  ,9.136078490875e-003  
  1.862842556429e-004  ,9.232825635205e-003  
  1.872842785311e-004  ,9.326756109158e-003  
  1.882843014193e-004  ,9.416195649058e-003  
  1.892843243074e-004  ,9.505920865782e-003  
  1.902843471956e-004  ,9.586885904691e-003  
  1.912843700838e-004  ,9.692987247519e-003  
  1.922843929720e-004  ,9.787193960400e-003  
  1.932844158602e-004  ,9.885438863286e-003  
  1.942844387484e-004  ,9.969479912787e-003  
  1.952844616365e-004  ,1.006254729822e-002  
  1.962844845247e-004  ,1.015000658056e-002  
  1.972845074129e-004  ,1.025073595500e-002  
  1.982845303011e-004  ,1.034843751723e-002  
  1.992845531893e-004  ,1.044221803546e-002  
  2.002845760775e-004  ,1.053446226792e-002  
  2.012845989656e-004  ,1.061840346563e-002  
  2.022846218538e-004  ,1.072305933375e-002  
  2.032846447420e-004  ,1.082560874632e-002  
  2.042846676302e-004  ,1.092291868364e-002  
  2.052846905184e-004  ,1.100828305028e-002  
  2.062847134066e-004  ,1.110848389869e-002  
  2.072847362947e-004  ,1.120645636958e-002  
  2.082847591829e-004  ,1.130596997553e-002  
  2.092847820711e-004  ,1.140571054181e-002  
  2.102848049593e-004  ,1.150178965582e-002  
  2.112848278475e-004  ,1.159815920004e-002  
  2.122848507357e-004  ,1.169371681340e-002  
  2.132848736238e-004  ,1.180433494828e-002  
  2.142848965120e-004  ,1.190604077300e-002  
  2.152849194002e-004  ,1.199537001275e-002  
  2.162849422884e-004  ,1.209743880363e-002  
  2.172849651766e-004  ,1.219097426700e-002  
  2.182849880648e-004  ,1.229714148957e-002  
  2.192850109529e-004  ,1.239962513728e-002  
  2.202850338411e-004  ,1.249842746801e-002  
  2.212850567293e-004  ,1.259750229111e-002  
  2.222850796175e-004  ,1.269588821804e-002  
  2.232851025057e-004  ,1.280947738949e-002  
  2.242851253939e-004  ,1.291393459679e-002  
  2.252851482821e-004  ,1.300598871892e-002  
  2.262851711702e-004  ,1.311065643553e-002  
  2.272851940584e-004  ,1.320660900584e-002  
  2.282852169466e-004  ,1.331568604546e-002  
  2.292852398348e-004  ,1.342090841611e-002  
  2.302852627230e-004  ,1.352226879376e-002  
  2.312852856112e-004  ,1.362388310553e-002  
  2.322853084993e-004  ,1.372471796158e-002  
  2.332853313875e-004  ,1.384121576104e-002  
  2.342853542757e-004  ,1.394828946804e-002  
  2.352853771639e-004  ,1.404260241928e-002  
  2.362854000521e-004  ,1.414980213652e-002  
  2.372854229403e-004  ,1.424797943592e-002  
  2.382854458284e-004  ,1.435975712700e-002  
  2.392854687166e-004  ,1.446751719170e-002  
  2.402854916048e-004  ,1.457123703971e-002  
  2.412855144930e-004  ,1.467519185759e-002  
  2.422855373812e-004  ,1.477827784834e-002  
  2.432855602694e-004  ,1.489745055629e-002  
  2.442855831575e-004  ,1.500693010215e-002  
  2.452856060457e-004  ,1.509860329894e-002  
  2.462856289339e-004  ,1.520679515614e-002  
  2.472856518221e-004  ,1.532367011801e-002  
  2.482856747103e-004  ,1.543027391755e-002  
  2.492856975985e-004  ,1.553889008645e-002  
  2.502857204866e-004  ,1.564681422482e-002  
  2.512857433748e-004  ,1.575441985780e-002  
  2.522857662630e-004  ,1.585947938234e-002  
  2.532857891512e-004  ,1.597289140657e-002  
  2.542858120394e-004  ,1.608066901134e-002  
  2.552858349276e-004  ,1.618865247824e-002  
  2.562858578157e-004  ,1.629093649129e-002  
  2.572858807039e-004  ,1.641245351734e-002  
  2.582859035921e-004  ,1.651932336099e-002  
  2.592859264803e-004  ,1.662802320808e-002  
  2.602859493685e-004  ,1.673661300307e-002  
  2.612859722567e-004  ,1.683997095901e-002  
  2.622859951448e-004  ,1.696251685506e-002  
  2.632860180330e-004  ,1.707057231534e-002  
  2.642860409212e-004  ,1.718015036367e-002  
  2.652860638094e-004  ,1.728930023061e-002  
  2.662860866976e-004  ,1.739335824427e-002  
  2.672861095858e-004  ,1.751688532703e-002  
  2.682861324739e-004  ,1.762604186832e-002  
  2.692861553621e-004  ,1.773650785273e-002  
  2.702861782503e-004  ,1.784715085305e-002  
  2.712862011385e-004  ,1.795112055446e-002  
  2.722862240267e-004  ,1.807569333004e-002  
  2.732862469149e-004  ,1.818593896710e-002  
  2.742862698030e-004  ,1.829601991980e-002  
  2.752862926912e-004  ,1.840742748883e-002  
  2.762863155794e-004  ,1.851300684429e-002  
  2.772863384676e-004  ,1.863854711693e-002  
  2.782863613558e-004  ,1.874989931665e-002  
  2.792863842440e-004  ,1.886035221698e-002  
  2.802864071321e-004  ,1.897246706610e-002  
  2.812864300203e-004  ,1.908384576676e-002  
  2.822864529085e-004  ,1.920157754771e-002  
  2.832864757967e-004  ,1.932253595281e-002  
  2.842864986849e-004  ,1.943914368436e-002  
  2.852865215731e-004  ,1.954491853354e-002  
  2.862865444613e-004  ,1.966498511055e-002  
  2.872865673494e-004  ,1.977801562172e-002  
  2.882865902376e-004  ,1.989121419827e-002  
  2.892866131258e-004  ,2.000437823718e-002  
  2.902866360140e-004  ,2.011779142653e-002  
  2.912866589022e-004  ,2.023347699302e-002  
  2.922866817904e-004  ,2.035281376256e-002  
  2.932867046785e-004  ,2.046954762195e-002  
  2.942867275667e-004  ,2.058305948977e-002  
  2.952867504549e-004  ,2.069515642051e-002  
  2.962867733431e-004  ,2.080934620591e-002  
  2.972867962313e-004  ,2.092287363294e-002  
  2.982868191195e-004  ,2.104086952871e-002  
  2.992868420076e-004  ,2.115996918587e-002  
  3.002868648958e-004  ,2.127520454331e-002  
  3.012868877840e-004  ,2.138955206468e-002  
  3.022869106722e-004  ,2.150314012333e-002  
  3.032869335604e-004  ,2.161797482700e-002  
  3.042869564486e-004  ,2.173668161731e-002  
  3.052869793367e-004  ,2.185644655634e-002  
  3.062870022249e-004  ,2.197117407241e-002  
  3.072870251131e-004  ,2.209403018171e-002  
  3.082870480013e-004  ,2.221418588663e-002  
  3.092870708895e-004  ,2.232314113610e-002  
  3.102870937777e-004  ,2.244219419961e-002  
  3.112871166658e-004  ,2.256464713848e-002  
  3.122871395540e-004  ,2.268014176965e-002  
  3.132871624422e-004  ,2.279023695137e-002  
  3.142871853304e-004  ,2.291648539802e-002  
  3.152872082186e-004  ,2.303152236672e-002  
  3.162872311068e-004  ,2.314725715060e-002  
  3.172872539949e-004  ,2.326310364881e-002  
  3.182872768831e-004  ,2.337757532159e-002  
  3.192872997713e-004  ,2.350496253934e-002  
  3.202873226595e-004  ,2.362294039884e-002  
  3.212873455477e-004  ,2.373834874982e-002  
  3.222873684359e-004  ,2.386277272128e-002  
  3.232873913240e-004  ,2.396658871100e-002  
  3.242874142122e-004  ,2.409415257957e-002  
  3.252874371004e-004  ,2.421090703440e-002  
  3.262874599886e-004  ,2.432772661356e-002  
  3.272874828768e-004  ,2.444445745106e-002  
  3.282875057650e-004  ,2.456350466855e-002  
  3.292875286531e-004  ,2.468749165646e-002  
  3.302875515413e-004  ,2.480406513197e-002  
  3.312875744295e-004  ,2.491698722129e-002  
  3.322875973177e-004  ,2.504091109280e-002  
  3.332876202059e-004  ,2.515809290340e-002  
  3.342876430941e-004  ,2.527499963668e-002  
  3.352876659822e-004  ,2.539228666115e-002  
  3.362876888704e-004  ,2.551168647880e-002  
  3.372877117586e-004  ,2.563608956540e-002  
  3.382877346468e-004  ,2.575348747960e-002  
  3.392877575350e-004  ,2.586627237789e-002  
  3.402877804232e-004  ,2.599437229399e-002  
  3.412878033113e-004  ,2.611106904521e-002  
  3.422878261995e-004  ,2.622850667708e-002  
  3.432878490877e-004  ,2.634550503341e-002  
  3.442878719759e-004  ,2.646298871640e-002  
  3.452878948641e-004  ,2.658324599011e-002  
  3.462879177523e-004  ,2.670437880793e-002  
  3.472879406405e-004  ,2.682496737138e-002  
  3.482879635286e-004  ,2.694212377246e-002  
  3.492879864168e-004  ,2.705983532577e-002  
  3.502880093050e-004  ,2.717394816769e-002  
  3.512880321932e-004  ,2.730446825234e-002  
  3.522880550814e-004  ,2.742227585868e-002  
  3.532880779696e-004  ,2.753560290398e-002  
  3.542881008577e-004  ,2.765283811308e-002  
  3.552881237459e-004  ,2.777050863621e-002  
  3.562881466341e-004  ,2.789237748474e-002  
  3.572881695223e-004  ,2.801528773327e-002  
  3.582881924105e-004  ,2.813251346313e-002  
  3.592882152987e-004  ,2.824792917524e-002  
  3.602882381868e-004  ,2.837452239039e-002  
  3.612882610750e-004  ,2.849228491375e-002  
  3.622882839632e-004  ,2.861286251651e-002  
  3.632883068514e-004  ,2.873054709600e-002  
  3.642883297396e-004  ,2.884230607927e-002  
  3.652883526278e-004  ,2.897189216364e-002  
  3.662883755159e-004  ,2.908785001758e-002  
  3.672883984041e-004  ,2.920536977088e-002  
  3.682884212923e-004  ,2.931991953482e-002  
  3.692884441805e-004  ,2.944663670283e-002  
  3.702884670687e-004  ,2.956367294210e-002  
  3.712884899569e-004  ,2.968117231992e-002  
  3.722885128450e-004  ,2.979569750382e-002  
  3.732885357332e-004  ,2.992233432206e-002  
  3.742885586214e-004  ,3.003903211790e-002  
  3.752885815096e-004  ,3.015633105961e-002  
  3.762886043978e-004  ,3.027112831820e-002  
  3.772886272860e-004  ,3.039442433973e-002  
  3.782886501741e-004  ,3.051221056109e-002  
  3.792886730623e-004  ,3.062889745471e-002  
  3.802886959505e-004  ,3.074448818117e-002  
  3.812887188387e-004  ,3.086618636350e-002  
  3.822887417269e-004  ,3.098414833190e-002  
  3.832887646151e-004  ,3.110003286158e-002  
  3.842887875032e-004  ,3.121395031992e-002  
  3.852888103914e-004  ,3.133689179574e-002  
  3.862888332796e-004  ,3.145643272115e-002  
  3.872888561678e-004  ,3.157218312713e-002  
  3.882888790560e-004  ,3.168397001989e-002  
  3.892889019442e-004  ,3.181138321319e-002  
  3.902889248323e-004  ,3.192705056339e-002  
  3.912889477205e-004  ,3.204305352081e-002  
  3.922889706087e-004  ,3.215495451586e-002  
  3.932889934969e-004  ,3.228022003266e-002  
  3.942890163851e-004  ,3.239674336924e-002  
  3.952890392733e-004  ,3.251242924590e-002  
  3.962890621614e-004  ,3.262383229923e-002  
  3.972890850496e-004  ,3.274881555901e-002  
  3.982891079378e-004  ,3.286516021639e-002  
  3.992891308260e-004  ,3.298052297774e-002  
  4.002891537142e-004  ,3.309148305115e-002  
  4.012891766024e-004  ,3.321618463265e-002  
  4.022891994905e-004  ,3.333228144345e-002  
  4.032892223787e-004  ,3.344729618197e-002  
  4.042892452669e-004  ,3.355783772016e-002  
  4.052892681551e-004  ,3.368225845151e-002  
  4.062892910433e-004  ,3.379808803431e-002  
  4.072893139315e-004  ,3.391282613281e-002  
  4.082893368197e-004  ,3.402643836673e-002  
  4.092893597078e-004  ,3.414531430731e-002  
  4.102893825960e-004  ,3.426134531114e-002  
  4.112894054842e-004  ,3.437523827678e-002  
  4.122894283724e-004  ,3.448699634361e-002  
  4.132894512606e-004  ,3.461086309902e-002  
  4.142894741488e-004  ,3.472584559593e-002  
  4.152894970369e-004  ,3.483978174101e-002  
  4.162895199251e-004  ,3.494935165144e-002  
  4.172895428133e-004  ,3.507279559487e-002  
  4.182895657015e-004  ,3.518722252339e-002  
  4.192895885897e-004  ,3.530070866108e-002  
  4.202896114779e-004  ,3.540992897365e-002  
  4.212896343660e-004  ,3.553297434499e-002  
  4.222896572542e-004  ,3.564678421870e-002  
  4.232896801424e-004  ,3.575986233531e-002  
  4.242897030306e-004  ,3.586893489798e-002  
  4.252897259188e-004  ,3.599163577980e-002  
  4.262897488070e-004  ,3.610472507231e-002  
  4.272897716951e-004  ,3.621668891921e-002  
  4.282897945833e-004  ,3.632616264067e-002  
  4.292898174715e-004  ,3.644841490149e-002  
  4.302898403597e-004  ,3.656066467025e-002  
  4.312898632479e-004  ,3.667272345066e-002  
  4.322898861361e-004  ,3.678137544417e-002  
  4.332899090242e-004  ,3.690315457622e-002  
  4.342899319124e-004  ,3.701446897169e-002  
  4.352899548006e-004  ,3.712604286041e-002  
  4.362899776888e-004  ,3.723437441044e-002  
  4.372900005770e-004  ,3.735026359945e-002  
  4.382900234652e-004  ,3.746398942962e-002  
  4.392900463533e-004  ,3.757424162720e-002  
  4.402900692415e-004  ,3.768323292487e-002  
  4.412900921297e-004  ,3.779860549288e-002  
  4.422901150179e-004  ,3.790994360246e-002  
  4.432901379061e-004  ,3.801903660339e-002  
  4.442901607943e-004  ,3.812589770071e-002  
  4.452901836824e-004  ,3.824511807502e-002  
  4.462902065706e-004  ,3.835458074499e-002  
  4.472902294588e-004  ,3.846281746824e-002  
  4.482902523470e-004  ,3.856854435809e-002  
  4.492902752352e-004  ,3.868715791327e-002  
  4.502902981234e-004  ,3.879614586259e-002  
  4.512903210115e-004  ,3.890450975489e-002  
  4.522903438997e-004  ,3.900864287183e-002  
  4.532903667879e-004  ,3.912664994021e-002  
  4.542903896761e-004  ,3.923505255386e-002  
  4.552904125643e-004  ,3.934176008805e-002  
  4.562904354525e-004  ,3.944614649530e-002  
  4.572904583406e-004  ,3.956350371263e-002  
  4.582904812288e-004  ,3.967123454603e-002  
  4.592905041170e-004  ,3.977821640830e-002  
  4.602905270052e-004  ,3.988093009648e-002  
  4.612905498934e-004  ,3.999761546979e-002  
  4.622905727816e-004  ,4.010457467919e-002  
  4.632905956697e-004  ,4.020995221294e-002  
  4.642906185579e-004  ,4.031291856438e-002  
  4.652906414461e-004  ,4.042891080309e-002  
  4.662906643343e-004  ,4.053499872823e-002  
  4.672906872225e-004  ,4.064050368058e-002  
  4.682907101107e-004  ,4.074200013138e-002  
  4.692907329989e-004  ,4.085727859891e-002  
  4.702907558870e-004  ,4.096239141597e-002  
  4.712907787752e-004  ,4.106712304988e-002  
  4.722908016634e-004  ,4.116809258925e-002  
  4.732908245516e-004  ,4.128263718557e-002  
  4.742908474398e-004  ,4.138667095994e-002  
  4.752908703280e-004  ,4.149060648136e-002  
  4.762908932161e-004  ,4.159110582786e-002  
  4.772909161043e-004  ,4.170489583699e-002  
  4.782909389925e-004  ,4.180774526521e-002  
  4.792909618807e-004  ,4.191112733993e-002  
  4.802909847689e-004  ,4.201095837506e-002  
  4.812910076571e-004  ,4.212397528702e-002  
  4.822910305452e-004  ,4.222553344621e-002  
  4.832910534334e-004  ,4.232856797179e-002  
  4.842910763216e-004  ,4.242755467733e-002  
  4.852910992098e-004  ,4.253211809231e-002  
  4.862911220980e-004  ,4.263636876703e-002  
  4.872911449862e-004  ,4.273730666000e-002  
  4.882911678743e-004  ,4.283686230624e-002  
  4.892911907625e-004  ,4.294334924146e-002  
  4.902912136507e-004  ,4.304523909281e-002  
  4.912912365389e-004  ,4.314522208202e-002  
  4.922912594271e-004  ,4.324185441188e-002  
  4.932912823153e-004  ,4.335163848708e-002  
  4.942913052034e-004  ,4.345037393102e-002  
  4.952913280916e-004  ,4.354966430466e-002  
  4.962913509798e-004  ,4.364534555496e-002  
  4.972913738680e-004  ,4.375424856119e-002  
  4.982913967562e-004  ,4.385185138519e-002  
  4.992914196444e-004  ,4.395046019567e-002  
  5.002914425325e-004  ,4.404521825917e-002  
  5.012914654207e-004  ,4.415322325882e-002  
  5.022914883089e-004  ,4.424958401405e-002  
  5.032915111971e-004  ,4.434757985193e-002  
  5.042915340853e-004  ,4.444139264415e-002  
  5.052915569735e-004  ,4.454848311272e-002  
  5.062915798616e-004  ,4.464349127478e-002  
  5.072916027498e-004  ,4.474094416806e-002  
  5.082916256380e-004  ,4.483379011634e-002  
  5.092916485262e-004  ,4.493994862910e-002  
  5.102916714144e-004  ,4.503349254643e-002  
  5.112916943026e-004  ,4.512184351140e-002  
  5.122917171907e-004  ,4.520234642151e-002  
  5.132917400789e-004  ,4.532991243461e-002  
  5.142917629671e-004  ,4.541937703289e-002  
  5.152917858553e-004  ,4.550669557870e-002  
  5.162918087435e-004  ,4.558298741553e-002  
  5.172918316317e-004  ,4.571249861579e-002  
  5.182918545198e-004  ,4.579926284996e-002  
  5.192918774080e-004  ,4.588552661153e-002  
  5.202919002962e-004  ,4.596843346668e-002  
  5.212919231844e-004  ,4.608109696512e-002  
  5.222919460726e-004  ,4.617391449192e-002  
  5.232919689608e-004  ,4.625667965800e-002  
  5.242919918489e-004  ,4.633435824484e-002  
  5.252920147371e-004  ,4.645931707299e-002  
  5.262920376253e-004  ,4.654448590055e-002  
  5.272920605135e-004  ,4.662859672698e-002  
  5.282920834017e-004  ,4.670308721685e-002  
  5.292921062899e-004  ,4.682720860268e-002  
  5.302921291780e-004  ,4.691131540117e-002  
  5.312921520662e-004  ,4.699432373610e-002  
  5.322921749544e-004  ,4.706646452238e-002  
  5.332921978426e-004  ,4.719046946340e-002  
  5.342922207308e-004  ,4.727278121208e-002  
  5.352922436190e-004  ,4.735466894054e-002  
  5.362922665072e-004  ,4.742568128622e-002  
  5.372922893953e-004  ,4.754830999713e-002  
  5.382923122835e-004  ,4.762944156450e-002  
  5.392923351717e-004  ,4.771019189825e-002  
  5.402923580599e-004  ,4.778012840853e-002  
  5.412923809481e-004  ,4.790122997537e-002  
  5.422924038363e-004  ,4.798113329504e-002  
  5.432924267244e-004  ,4.806064672450e-002  
  5.442924496126e-004  ,4.813688904299e-002  
  5.452924725008e-004  ,4.824147630397e-002  
  5.462924953890e-004  ,4.832711881021e-002  
  5.472925182772e-004  ,4.840315084915e-002  
  5.482925411654e-004  ,4.847426597085e-002  
  5.492925640535e-004  ,4.859041875383e-002  
  5.502925869417e-004  ,4.866859060301e-002  
  5.512926098299e-004  ,4.874572568539e-002  
  5.522926327181e-004  ,4.881364712229e-002  
  5.532926556063e-004  ,4.892872997175e-002  
  5.542926784945e-004  ,4.900571875298e-002  
  5.552927013826e-004  ,4.908164519370e-002  
  5.562927242708e-004  ,4.914718884834e-002  
  5.572927471590e-004  ,4.926194231055e-002  
  5.582927700472e-004  ,4.933706549440e-002  
  5.592927929354e-004  ,4.941176700197e-002  
  5.602928158236e-004  ,4.947609633688e-002  
  5.612928387117e-004  ,4.958932384743e-002  
  5.622928615999e-004  ,4.966316670186e-002  
  5.632928844881e-004  ,4.973662968012e-002  
  5.642929073763e-004  ,4.979980371640e-002  
  5.652929302645e-004  ,4.991139837408e-002  
  5.662929531527e-004  ,4.998393685914e-002  
  5.672929760408e-004  ,5.005605289641e-002  
  5.682929989290e-004  ,5.011794026739e-002  
  5.692930218172e-004  ,5.022775244623e-002  
  5.702930447054e-004  ,5.029894040700e-002  
  5.712930675936e-004  ,5.036975888585e-002  
  5.722930904818e-004  ,5.043047734279e-002  
  5.732931133699e-004  ,5.053866060668e-002  
  5.742931362581e-004  ,5.060859520678e-002  
