"t","v"
0.0020723274,-0.0503449484
0.0020733274,-0.0502773434
0.0020743275,-0.0502007481
0.0020753275,-0.0501306275
0.0020763275,-0.0500587986
0.0020773275,-0.0499871319
0.0020783276,-0.049914637
0.0020793276,-0.0498404131
0.0020803276,-0.0497677722
0.0020813276,-0.0496906326
0.0020823277,-0.0496146178
0.0020833277,-0.049538074
0.0020843277,-0.0494608592
0.0020853277,-0.0493848633
0.0020863277,-0.0493064819
0.0020873278,-0.0492313603
0.0020883278,-0.0491453893
0.0020893278,-0.0490659375
0.0020903278,-0.0489850151
0.0020913279,-0.0489048887
0.0020923279,-0.0488231101
0.0020933279,-0.0487397417
0.0020943279,-0.0486605525
0.0020953279,-0.0485695682
0.002096328,-0.0484845176
0.002097328,-0.0483992003
0.002098328,-0.0483134514
0.002099328,-0.0482352324
0.0021003281,-0.0481371582
0.0021013281,-0.0480520965
0.0021023281,-0.0479641146
0.0021033281,-0.047875303
0.0021043282,-0.0477856581
0.0021053282,-0.0476955854
0.0021063282,-0.0476081214
0.0021073282,-0.0475072409
0.0021083282,-0.0474149867
0.0021093283,-0.0473224566
0.0021103283,-0.047229048
0.0021113283,-0.0471380125
0.0021123283,-0.0470433772
0.0021133284,-0.0469479899
0.0021143284,-0.0468517453
0.0021153284,-0.0467551822
0.0021163284,-0.0466551216
0.0021173285,-0.0465525806
0.0021183285,-0.0464538115
0.0021193285,-0.046355991
0.0021203285,-0.0462558708
0.0021213285,-0.0461556309
0.0021223286,-0.0460483979
0.0021233286,-0.0459448628
0.0021243286,-0.0458411744
0.0021253286,-0.0457413937
0.0021263287,-0.0456376265
0.0021273287,-0.0455330771
0.0021283287,-0.0454192633
0.0021293287,-0.0453132211
0.0021303288,-0.0452050991
0.0021313288,-0.0450963107
0.0021323288,-0.0449983698
0.0021333288,-0.0448957695
0.0021343288,-0.0447738136
0.0021353289,-0.0446625649
0.0021363289,-0.0445513954
0.0021373289,-0.0444413013
0.0021383289,-0.0443292923
0.002139329,-0.0442177925
0.002140329,-0.0440998816
0.002141329,-0.0439849709
0.002142329,-0.0438716967
0.002143329,-0.0437566261
0.0021443291,-0.0436402335
0.0021453291,-0.0435275386
0.0021463291,-0.0434027518
0.0021473291,-0.0432864427
0.0021483292,-0.0431685076
0.0021493292,-0.0430480149
0.0021503292,-0.0429281602
0.0021513292,-0.042814604
0.0021523293,-0.0426840395
0.0021533293,-0.0425617222
0.0021543293,-0.0424403448
0.0021553293,-0.0423255883
0.0021563293,-0.0421956674
0.0021573294,-0.0420718751
0.0021583294,-0.0419474442
0.0021593294,-0.0418221072
0.0021603294,-0.0416983638
0.0021613295,-0.0415720066
0.0021623295,-0.0414427632
0.0021633295,-0.0413112732
0.0021643295,-0.0411830085
0.0021653296,-0.0410563846
0.0021663296,-0.040929944
0.0021673296,-0.0407917251
0.0021683296,-0.0406623211
0.0021693296,-0.0405320097
0.0021703297,-0.0404008142
0.0021713297,-0.0402690298
0.0021723297,-0.0401388699
0.0021733297,-0.0399965254
0.0021743298,-0.0398631919
0.0021753298,-0.0397291178
0.0021763298,-0.0395977132
0.0021773298,-0.0394623477
0.0021783298,-0.0393264317
0.0021793299,-0.0391903286
0.0021803299,-0.0390505706
0.0021813299,-0.038909581
0.0021823299,-0.0387713655
0.00218333,-0.0386325279
0.00218433,-0.0384930592
0.00218533,-0.0383516764
0.00218633,-0.0382097306
0.0021873301,-0.0380655095
0.0021883301,-0.0379253111
0.0021893301,-0.0377863773
0.0021903301,-0.0376419422
0.0021913301,-0.0374937214
0.0021923302,-0.0373504725
0.0021933302,-0.0372083069
0.0021943302,-0.037065785
0.0021953302,-0.036918396
0.0021963303,-0.0367674575
0.0021973303,-0.0366213136
0.0021983303,-0.0364774175
0.0021993303,-0.0363322
0.0022003304,-0.0361789096
0.0022013304,-0.0360297849
0.0022023304,-0.0358808355
0.0022033304,-0.0357343857
0.0022043304,-0.0355887444
0.0022053305,-0.0354321161
0.0022063305,-0.0352786939
0.0022073305,-0.0351291175
0.0022083305,-0.0349775025
0.0022093306,-0.0348278048
0.0022103306,-0.0346726973
0.0022113306,-0.0345145804
0.0022123306,-0.0343611461
0.0022133306,-0.0342092428
0.0022143307,-0.034061627
0.0022153307,-0.0338994158
0.0022163307,-0.0337402979
0.0022173307,-0.0335848677
0.0022183308,-0.0334310569
0.0022193308,-0.0332803535
0.0022203308,-0.033111069
0.0022213308,-0.0329561959
0.0022223309,-0.0327992351
0.0022233309,-0.0326416252
0.0022243309,-0.0324850276
0.0022253309,-0.0323206107
0.0022263309,-0.0321601823
0.002227331,-0.0320011096
0.002228331,-0.0318408972
0.002229331,-0.0316848954
0.002230331,-0.0315181041
0.0022313311,-0.0313533767
0.0022323311,-0.0311919498
0.0022333311,-0.031029944
0.0022343311,-0.0308698759
0.0022353312,-0.0307027979
0.0022363312,-0.0305383214
0.0022373312,-0.0303741642
0.0022383312,-0.0302105886
0.0022393312,-0.0300487119
0.0022403313,-0.02987977
0.0022413313,-0.0297114276
0.0022423313,-0.0295465964
0.0022433313,-0.0293825019
0.0022443314,-0.0292207699
0.0022453314,-0.0290475368
0.0022463314,-0.028877849
0.0022473314,-0.0287109461
0.0022483315,-0.0285435164
0.0022493315,-0.0283777445
0.0022503315,-0.0282047906
0.0022513315,-0.0280351819
0.0022523315,-0.0278660538
0.0022533316,-0.0276964904
0.0022543316,-0.0275332679
0.0022553316,-0.0273568664
0.0022563316,-0.0271821513
0.0022573317,-0.027012124
0.0022583317,-0.0268423041
0.0022593317,-0.0266739857
0.0022603317,-0.0264974515
0.0022613317,-0.0263240482
0.0022623318,-0.0261525984
0.0022633318,-0.0259806888
0.0022643318,-0.0258098497
0.0022653318,-0.0256310816
0.0022663319,-0.0254563029
0.0022673319,-0.0252830855
0.0022683319,-0.0251139485
0.0022693319,-0.0249418636
0.002270332,-0.0247622427
0.002271332,-0.0245841513
0.002272332,-0.0244115155
0.002273332,-0.0242364825
0.002274332,-0.0240643924
0.0022753321,-0.0238856409
0.0022763321,-0.023702868
0.0022773321,-0.0235267812
0.0022783321,-0.0233612451
0.0022793322,-0.0231729403
0.0022803322,-0.0229981201
0.0022813322,-0.0228205528
0.0022823322,-0.0226470584
0.0022833323,-0.022470184
0.0022843323,-0.0222906133
0.0022853323,-0.0221116951
0.0022863323,-0.0219309997
0.0022873323,-0.0217533547
0.0022883324,-0.0215762167
0.0022893324,-0.0213893616
0.0022903324,-0.021213536
0.0022913324,-0.0210357748
0.0022923325,-0.0208577852
0.0022933325,-0.0206764136
0.0022943325,-0.0204971442
0.0022953325,-0.0203189548
0.0022963325,-0.0201339844
0.0022973326,-0.0199516956
0.0022983326,-0.0197727995
0.0022993326,-0.0195959365
0.0023003326,-0.0194157428
0.0023013327,-0.0192320186
0.0023023327,-0.0190461773
0.0023033327,-0.0188623674
0.0023043327,-0.0186815585
0.0023053328,-0.0185070439
0.0023063328,-0.018318615
0.0023073328,-0.0181390337
0.0023083328,-0.017957721
0.0023093328,-0.0177753394
0.0023103329,-0.0175923156
0.0023113329,-0.0174054199
0.0023123329,-0.0172238127
0.0023133329,-0.0170440362
0.002314333,-0.0168562023
0.002315333,-0.0166758146
0.002316333,-0.0164935254
0.002317333,-0.016309904
0.0023183331,-0.016125999
0.0023193331,-0.0159381353
0.0023203331,-0.0157557184
0.0023213331,-0.0155752295
0.0023223331,-0.0153865042
0.0023233332,-0.0152053819
0.0023243332,-0.015022223
0.0023253332,-0.0148381149
0.0023263332,-0.0146533268
0.0023273333,-0.0144646599
0.0023283333,-0.0142815065
0.0023293333,-0.0141002687
0.0023303333,-0.0139107217
0.0023313334,-0.0137290013
0.0023323334,-0.0135453594
0.0023333334,-0.0133603561
0.0023343334,-0.0131751708
0.0023353334,-0.0129859795
0.0023363335,-0.0128024522
0.0023373335,-0.0126209367
0.0023383335,-0.0124309288
0.0023393335,-0.0122488787
0.0023403336,-0.0120648406
0.0023413336,-0.0118794009
0.0023423336,-0.0116938092
0.0023433336,-0.0115041499
0.0023443336,-0.0113203183
0.0023453337,-0.0111385335
0.0023463337,-0.010948105
0.0023473337,-0.0107658286
0.0023483337,-0.0105815869
0.0023493338,-0.0103979832
0.0023503338,-0.0102106136
0.0023513338,-0.0100175647
0.0023523338,-0.0098363625
0.0023533339,-0.0096530789
0.0023543339,-0.0094681857
0.0023553339,-0.0092840039
0.0023563339,-0.0090970535
0.0023573339,-0.0089082141
0.002358334,-0.0087225923
0.002359334,-0.0085387429
0.002360334,-0.0083566094
0.002361334,-0.0081724325
0.0023623341,-0.0079850203
0.0023633341,-0.0077928171
0.0023643341,-0.0076098405
0.0023653341,-0.0074270623
0.0023663342,-0.0072387789
0.0023673342,-0.0070535419
0.0023683342,-0.0068701087
0.0023693342,-0.006686137
0.0023703342,-0.0064969549
0.0023713343,-0.006312874
0.0023723343,-0.006129098
0.0023733343,-0.0059457882
0.0023743343,-0.0057585437
0.0023753344,-0.0055713512
0.0023763344,-0.0053880451
0.0023773344,-0.005208159
0.0023783344,-0.0050147589
0.0023793344,-0.0048326307
0.0023803345,-0.004649159
0.0023813345,-0.0044678617
0.0023823345,-0.0042761171
0.0023833345,-0.0040936837
0.0023843346,-0.0039104042
0.0023853346,-0.0037288702
0.0023863346,-0.0035446951
0.0023873346,-0.0033622633
0.0023883347,-0.003176069
0.0023893347,-0.0029928264
0.0023903347,-0.0028098933
0.0023913347,-0.0026267558
0.0023923347,-0.0024417853
0.0023933348,-0.0022598748
0.0023943348,-0.002075625
0.0023953348,-0.0018932747
0.0023963348,-0.001709269
0.0023973349,-0.0015282139
0.0023983349,-0.0013432595
0.0023993349,-0.0011614571
0.0024003349,-0.0009782269
0.002401335,-0.0007979518
0.002402335,-0.0006128559
0.002403335,-0.0004316916
0.002404335,-0.0002520909
0.002405335,-6.97501712601E-05
0.0024063351,0.0001166271
0.0024073351,0.0002957444
0.0024083351,0.0004756461
0.0024093351,0.0006549236
0.0024103352,0.0008414118
0.0024113352,0.001021082
0.0024123352,0.0012002891
0.0024133352,0.0013780982
0.0024143353,0.0015638952
0.0024153353,0.0017437388
0.0024163353,0.0019222489
0.0024173353,0.0020987715
0.0024183353,0.0022838626
0.0024193354,0.0024636206
0.0024203354,0.0026414275
0.0024213354,0.002816853
0.0024223354,0.003001297
0.0024233355,0.0031808757
0.0024243355,0.003357891
0.0024253355,0.0035330692
0.0024263355,0.0037176191
0.0024273355,0.0038961756
0.0024283356,0.0040707461
0.0024293356,0.0042447549
0.0024303356,0.0044305789
0.0024313356,0.0046065163
0.0024323357,0.0047816266
0.0024333357,0.0049547314
0.0024343357,0.0051387813
0.0024353357,0.005313822
0.0024363358,0.0054890548
0.0024373358,0.0056612409
0.0024383358,0.0058409585
0.0024393358,0.006018758
0.0024403358,0.0061924865
0.0024413359,0.006363404
0.0024423359,0.0065482842
0.0024433359,0.0067198357
0.0024443359,0.0068929465
0.002445336,0.0070629522
0.002446336,0.007241439
0.002447336,0.0074176654
0.002448336,0.0075895325
0.0024493361,0.007757403
0.0024503361,0.0079402167
0.0024513361,0.0081106688
0.0024523361,0.0082821199
0.0024533361,0.0084505925
0.0024543362,0.0086307783
0.0024553362,0.0088011548
0.0024563362,0.0089719999
0.0024573362,0.0091396161
0.0024583363,0.0093190359
0.0024593363,0.0094881791
0.0024603363,0.0096585642
0.0024613363,0.0098253052
0.0024623363,0.0100039223
0.0024633364,0.0101716311
0.0024643364,0.010334307
0.0024653364,0.0104980196
0.0024663364,0.0106817659
0.0024673365,0.0108483405
0.0024683365,0.0110110035
0.0024693365,0.0111756779
0.0024703365,0.0113538489
0.0024713366,0.0115202665
0.0024723366,0.011687603
0.0024733366,0.0118456368
0.0024743366,0.0120196942
0.0024753366,0.0121880216
0.0024763367,0.012356277
0.0024773367,0.0125107081
0.0024783367,0.0126820636
0.0024793367,0.0128539154
0.0024803368,0.0130170948
0.0024813368,0.0131733396
0.0024823368,0.0133473684
0.0024833368,0.0135109125
0.0024843369,0.0136755999
0.0024853369,0.0138299809
0.0024863369,0.0139985153
0.0024873369,0.0141667966
0.0024883369,0.01432767
0.002489337,0.0144820798
0.002490337,0.0146540121
0.002491337,0.0148143958
0.002492337,0.0149760912
0.0024933371,0.0151289511
0.0024943371,0.0152948172
0.0024953371,0.0154600562
0.0024963371,0.0156183789
0.0024973372,0.0157706138
0.0024983372,0.015940033
0.0024993372,0.0160975876
0.0025003372,0.0162564591
0.0025013372,0.0164071405
0.0025023373,0.0165703254
0.0025033373,0.0167326979
0.0025043373,0.0168883652
0.0025053373,0.0170381026
0.0025063374,0.0172048891
0.0025073374,0.0173596394
0.0025083374,0.0175157047
0.0025093374,0.0176638623
0.0025103374,0.0178243027
0.0025113375,0.0179838376
0.0025123375,0.0181367493
0.0025133375,0.0182837913
0.0025143375,0.0184478373
0.0025153376,0.018599744
0.0025163376,0.018752961
0.0025173376,0.0188983892
0.0025183376,0.0190559811
0.0025193377,0.0192125761
0.0025203377,0.0193625488
0.0025213377,0.0195066401
0.0025223377,0.0196677378
0.0025233377,0.0198166329
0.0025243378,0.0199662854
0.0025253378,0.0201097164
0.0025263378,0.0202672447
0.0025273378,0.0204161387
0.0025283379,0.0205652158
0.0025293379,0.020705502
0.0025303379,0.0208587661
0.0025313379,0.0210111745
0.002532338,0.0211566925
0.002533338,0.0212961415
0.002534338,0.0214527898
0.002535338,0.0215973062
0.002536338,0.0217431048
0.0025373381,0.0218808199
0.0025383381,0.0220309267
0.0025393381,0.0221801083
0.0025403381,0.0223225536
0.0025413382,0.0224590149
0.0025423382,0.0226125233
0.0025433382,0.0227537799
0.0025443382,0.0228957557
0.0025453382,0.0230314105
0.0025463383,0.0231812143
0.0025473383,0.0233223524
0.0025483383,0.0234636476
0.0025493383,0.0235960584
0.0025503384,0.0237414747
0.0025513384,0.0238860184
0.0025523384,0.0240236145
0.0025533384,0.0241550906
0.0025543385,0.024303776
0.0025553385,0.0244403027
0.0025563385,0.0245780866
0.0025573385,0.0247077372
0.0025583385,0.0248497732
0.0025593386,0.0249908454
0.0025603386,0.0251251094
0.0025613386,0.0252533315
0.0025623386,0.0253985854
0.0025633387,0.0255315811
0.0025643387,0.0256652749
0.0025653387,0.0257926376
0.0025663387,0.0259340953
0.0025673388,0.0260668813
0.0025683388,0.0261998499
0.0025693388,0.0263238978
0.0025703388,0.0264608627
0.0025713388,0.0265951869
0.0025723389,0.0267255303
0.0025733389,0.0268498555
0.0025743389,0.0269880501
0.0025753389,0.0271169942
0.002576339,0.0272461589
0.002577339,0.0273673762
0.002578339,0.0275007677
0.002579339,0.0276330087
0.002580339,0.027758593
0.0025813391,0.0278782765
0.0025823391,0.0280148162
0.0025833391,0.0281375409
0.0025843391,0.0282640361
0.0025853392,0.0283870725
0.0025863392,0.0285133438
0.0025873392,0.0286388211
0.0025883392,0.0287611013
0.0025893393,0.0288818901
0.0025903393,0.0290085459
0.0025913393,0.0291310585
0.0025923393,0.0292511692
0.0025933393,0.029368857
0.0025943394,0.0294979056
0.0025953394,0.029617224
0.0025963394,0.0297361011
0.0025973394,0.0298512647
0.0025983395,0.0299786739
0.0025993395,0.0300962243
0.0026003395,0.0302131413
0.0026013395,0.030327009
0.0026023396,0.0304527346
0.0026033396,0.0305683235
0.0026043396,0.0306838633
0.0026053396,0.0307960674
0.0026063396,0.0309201267
0.0026073397,0.0310336041
0.0026083397,0.0311479174
0.0026093397,0.0312584293
0.0026103397,0.031380762
0.0026113398,0.0314918708
0.0026123398,0.0316050262
0.0026133398,0.0317137688
0.0026143398,0.0318232452
0.0026153399,0.0319375536
0.0026163399,0.0320468678
0.0026173399,0.0321546565
0.0026183399,0.0322683157
0.0026193399,0.0323777732
0.00262034,0.0324848578
0.00262134,0.0325895435
0.00262234,0.0327053495
0.00262334,0.0328114754
0.0026243401,0.0329201346
0.0026253401,0.0330254311
0.0026263401,0.0331301013
0.0026273401,0.0332321344
0.0026283401,0.0333443006
0.0026293402,0.033447419
0.0026303402,0.0335484298
0.0026313402,0.0336511534
0.0026323402,0.0337529967
0.0026333403,0.033859372
0.0026343403,0.0339660237
0.0026353403,0.0340664574
0.0026363403,0.0341645792
0.0026373404,0.0342735242
0.0026383404,0.0343716741
0.0026393404,0.0344705007
0.0026403404,0.0345703457
0.0026413404,0.0346610757
0.0026423405,0.0347583837
0.0026433405,0.0348561961
0.0026443405,0.0349573513
0.0026453405,0.0350577845
0.0026463406,0.0351517479
0.0026473406,0.0352357429
0.0026483406,0.0353457218
0.0026493406,0.035435765
0.0026503407,0.0355282968
0.0026513407,0.0356190093
0.0026523407,0.03571051
0.0026533407,0.0358029498
0.0026543407,0.0358944461
0.0026553408,0.0359917977
0.0026563408,0.0360810929
0.0026573408,0.0361705154
0.0026583408,0.0362576884
0.0026593409,0.0363459735
0.0026603409,0.0364379969
0.0026613409,0.0365305131
0.0026623409,0.0366170458
0.0026633409,0.0367013452
0.002664341,0.0367943179
0.002665341,0.0368796975
0.002666341,0.036964609
0.002667341,0.0370479323
0.0026683411,0.0371343016
0.0026693411,0.03722426
0.0026703411,0.0373116068
0.0026713411,0.0373942148
0.0026723412,0.0374756257
0.0026733412,0.0375504263
0.0026743412,0.0376479295
0.0026753412,0.0377287274
0.0026763412,0.037802801
0.0026773413,0.0378825734
0.0026783413,0.0379619444
0.0026793413,0.0380449962
0.0026803413,0.0381284359
0.0026813414,0.0382050551
0.0026823414,0.0382813498
0.0026833414,0.0383590101
0.0026843414,0.0384299536
0.0026853415,0.0385130231
0.0026863415,0.0385951876
0.0026873415,0.0386624102
0.0026883415,0.0387193906
0.0026893415,0.03882192
0.0026903416,0.0388915515
0.0026913416,0.0389626276
0.0026923416,0.0390231091
0.0026933416,0.0391151958
0.0026943417,0.0391781127
0.0026953417,0.0392509089
0.0026963417,0.0393125782
0.0026973417,0.0393869128
0.0026983418,0.0394623558
0.0026993418,0.0395237083
0.0027003418,0.0395785267
0.0027013418,0.0396764206
0.0027023418,0.0397379683
0.0027033419,0.039798919
0.0027043419,0.0398544935
0.0027053419,0.0399311395
0.0027063419,0.0400005581
0.002707342,0.0400654466
0.002708342,0.0401173643
0.002709342,0.0401905146
0.002710342,0.0402569238
0.002711342,0.0403138215
0.0027123421,0.0403630873
0.0027133421,0.040443456
0.0027143421,0.0404999927
0.0027153421,0.0405601311
0.0027163422,0.040613711
0.0027173422,0.0406922362
0.0027183422,0.0407417056
0.0027193422,0.040794584
0.0027203423,0.0408442204
0.0027213423,0.040913567
0.0027223423,0.0409732186
0.0027233423,0.0410352601
0.0027243423,0.0410857101
0.0027253424,0.0411250444
0.0027263424,0.0411945858
0.0027273424,0.0412498295
0.0027283424,0.041303995
0.0027293425,0.0413458766
0.0027303425,0.0414146099
0.0027313425,0.041457708
0.0027323425,0.0415114837
0.0027333426,0.0415531672
0.0027343426,0.041620253
0.0027353426,0.0416641074
0.0027363426,0.0417018051
0.0027373426,0.0417551668
0.0027383427,0.041809994
0.0027393427,0.0418625706
0.0027403427,0.0419038812
0.0027413427,0.0419395604
0.0027423428,0.041985935
0.0027433428,0.0420426042
0.0027443428,0.0420875621
0.0027453428,0.0421356544
0.0027463428,0.0421763609
0.0027473429,0.0422225327
0.0027483429,0.0422630587
0.0027493429,0.0422882464
0.0027503429,0.0423581599
0.002751343,0.0423892973
0.002752343,0.0424326733
0.002753343,0.042470105
0.002754343,0.0424911838
0.0027553431,0.0425601154
0.0027563431,0.0425873291
0.0027573431,0.0426280856
0.0027583431,0.0426629602
0.0027593431,0.0426820074
0.0027603432,0.0427468574
0.0027613432,0.0427716721
0.0027623432,0.0428098023
0.0027633432,0.0428421196
0.0027643433,0.0428593419
0.0027653433,0.0429199916
0.0027663433,0.0429425279
0.0027673433,0.0429780313
0.0027683434,0.0430077894
0.0027693434,0.0430231034
0.0027703434,0.0430796334
0.0027713434,0.0430998471
0.0027723434,0.04313272
0.0027733435,0.0431599182
0.0027743435,0.0431733186
0.0027753435,0.0432257344
0.0027763435,0.0432436226
0.0027773436,0.0432738645
0.0027783436,0.0432989201
0.0027793436,0.0433211731
0.0027803436,0.043331066
0.0027813437,0.0433697988
0.0027823437,0.0434104371
0.0027833437,0.0434321899
0.0027843437,0.0434512452
0.0027853437,0.0434697642
0.0027863438,0.0434783612
0.0027873438,0.0434967921
0.0027883438,0.0435147182
0.0027893438,0.043532167
0.0027903439,0.0435542885
0.0027913439,0.0435826161
0.0027923439,0.0436224693
0.0027933439,0.0436431388
0.0027943439,0.0436572487
0.002795344,0.0436599685
0.002796344,0.0436841032
0.002797344,0.043696955
0.002798344,0.0437093126
0.0027993441,0.0437056014
0.0028003441,0.0437578431
0.0028013441,0.0437621955
0.0028023441,0.0437751726
0.0028033442,0.043793849
0.0028043442,0.0438034342
0.0028053442,0.0438124714
0.0028063442,0.043819149
0.0028073442,0.0438274292
0.0028083443,0.0438146089
0.0028093443,0.0438655619
0.0028103443,0.043867567
0.0028113443,0.0438795862
0.0028123444,0.0438896826
0.0028133444,0.0438950396
0.0028143444,0.0438999217
0.0028153444,0.04390426
0.0028163445,0.043904447
0.0028173445,0.0439156133
0.0028183445,0.0439180752
0.0028193445,0.0439200801
0.0028203445,0.0439160415
0.0028213446,0.0439148316
0.0028223446,0.0439410222
0.0028233446,0.043949484
0.0028243446,0.0439489517
0.0028253447,0.0439478873
0.0028263447,0.0439462971
0.0028273447,0.043946823
0.0028283447,0.043950737
0.0028293447,0.0439474857
0.0028303448,0.043943699
0.0028313448,0.0439393832
0.0028323448,0.0439337845
0.0028333448,0.0439361353
0.0028343449,0.0439329855
0.0028353449,0.043926792
0.0028363449,0.0439057835
0.0028373449,0.0439114421
0.002838345,0.043910804
0.002839345,0.0439104688
0.002840345,0.0439044979
0.002841345,0.0438954436
0.002842345,0.0438858794
0.0028433451,0.0438758088
0.0028443451,0.0438574944
0.0028453451,0.0438640449
0.0028463451,0.0438492564
0.0028473452,0.0438375112
0.0028483452,0.0438252706
0.0028493452,0.0438125631
0.0028503452,0.043799317
0.0028513453,0.0437709916
0.0028523453,0.0437679869
0.0028533453,0.0437665265
0.0028543453,0.0437511231
0.0028553453,0.0437351888
0.0028563454,0.0437187297
0.0028573454,0.0436963594
0.0028583454,0.0436791057
0.0028593454,0.0436613965
0.0028603455,0.043629554
0.0028613455,0.0436156108
0.0028623455,0.0435987797
0.0028633455,0.0435872612
0.0028643456,0.0435668658
0.0028653456,0.0435459321
0.0028663456,0.0435244672
0.0028673456,0.0435005919
0.0028683456,0.0434796547
0.0028693457,0.0434522075
0.0028703457,0.0434291772
0.0028713457,0.0434054293
0.0028723457,0.0433811658
0.0028733458,0.0433616036
0.0028743458,0.0433426107
0.0028753458,0.0433177306
0.0028763458,0.0432884473
0.0028773458,0.0432585065
0.0028783459,0.0432314169
0.0028793459,0.0432031609
0.0028803459,0.0431753497
0.0028813459,0.0431513236
0.002882346,0.043110279
0.002883346,0.0430824745
0.002884346,0.0430524109
0.002885346,0.0430283127
0.0028863461,0.0430015693
0.0028873461,0.0429748155
0.0028883461,0.0429309463
0.0028893461,0.0428997775
0.0028903461,0.0428666103
0.0028913462,0.0428307437
0.0028923462,0.0428088405
0.0028933462,0.0427755059
0.0028943462,0.0427334646
0.0028953463,0.0426960431
0.0028963463,0.0426606675
0.0028973463,0.0426248498
0.0028983463,0.0425938849
0.0028993464,0.0425478903
0.0029003464,0.0425030154
0.0029013464,0.0424745575
0.0029023464,0.0424357142
0.0029033464,0.0424012752
0.0029043465,0.0423483444
0.0029053465,0.0423092452
0.0029063465,0.0422684294
0.0029073465,0.0422244767
0.0029083466,0.0421878699
0.0029093466,0.0421303943
0.0029103466,0.0420888687
0.0029113466,0.0420458101
0.0029123466,0.0420022666
0.0029133467,0.0419650178
0.0029143467,0.0419027942
0.0029153467,0.041859658
0.0029163467,0.0418183353
0.0029173468,0.0417802629
0.0029183468,0.041749934
0.0029193468,0.04166824
0.0029203468,0.0416222507
0.0029213469,0.0415741793
0.0029223469,0.0415256137
0.0029233469,0.0414791579
0.0029243469,0.0414142347
0.0029253469,0.0413636572
0.002926347,0.0413132224
0.002927347,0.0412900139
0.002928347,0.0412149257
0.002929347,0.0411765428
0.0029303471,0.041124778
0.0029313471,0.0410784602
0.0029323471,0.0410104612
0.0029333471,0.0409586415
0.0029343472,0.0409006211
0.0029353472,0.0408465175
0.0029363472,0.0407987703
0.0029373472,0.0407269593
0.0029383472,0.0406731427
0.0029393473,0.0406171408
0.0029403473,0.0405641505
0.0029413473,0.0404933937
0.0029423473,0.0404307636
0.0029433474,0.0403868243
0.0029443474,0.0403292902
0.0029453474,0.0402622427
0.0029463474,0.0402007843
0.0029473474,0.0401360022
0.0029483475,0.0400757557
0.0029493475,0.0400207718
0.0029503475,0.0399424549
0.0029513475,0.039881754
0.0029523476,0.0398197072
0.0029533476,0.0397610938
0.0029543476,0.0396822331
0.0029553476,0.0396142127
0.0029563477,0.0395504138
0.0029573477,0.039490219
0.0029583477,0.0394084901
0.0029593477,0.0393431326
0.0029603477,0.0392774782
0.0029613478,0.0392160861
0.0029623478,0.0391319359
0.0029633478,0.0390650998
0.0029643478,0.0389976659
0.0029653479,0.0389340755
0.0029663479,0.0388480374
0.0029673479,0.0387791066
0.0029683479,0.0387099061
0.002969348,0.0386447168
0.002970348,0.038556405
0.002971348,0.0384856886
0.002972348,0.0384146776
0.002973348,0.0383478162
0.0029743481,0.038257056
0.0029753481,0.0381900667
0.0029763481,0.0381334988
0.0029773481,0.0380643933
0.0029783482,0.0379815095
0.0029793482,0.0379053455
0.0029803482,0.0378249406
0.0029813482,0.0377503022
0.0029823483,0.0376797663
0.0029833483,0.0375845262
0.0029843483,0.0375082501
0.0029853483,0.0374319209
0.0029863483,0.037360203
0.0029873484,0.0372622041
0.0029883484,0.0371843796
0.0029893484,0.0371063236
0.0029903484,0.0370330962
0.0029913485,0.0369328271
0.0029923485,0.0368432056
0.0029933485,0.0367725226
0.0029943485,0.0367002676
0.0029953485,0.0365979827
0.0029963486,0.0365166334
0.0029973486,0.0364350471
0.0029983486,0.036358123
0.0029993486,0.0362536286
0.0030003487,0.0361704046
0.0030013487,0.036087152
0.0030023487,0.0360091432
0.0030033487,0.0359018395
0.0030043488,0.0358171618
0.0030053488,0.0357322688
0.0030063488,0.0356392198
0.0030073488,0.0355502412
0.0030083488,0.0354571213
0.0030093489,0.0353705576
0.0030103489,0.0352897259
0.0030113489,0.0351777169
0.0030123489,0.0350898494
0.003013349,0.0350016919
0.003014349,0.0349194582
0.003015349,0.0348053736
0.003016349,0.0347159422
0.0030173491,0.0346274904
0.0030183491,0.0345306716
0.0030193491,0.0344304413
0.0030203491,0.0343399099
0.0030213491,0.0342454916
0.0030223492,0.0341491818
0.0030233492,0.0340524801
0.0030243492,0.0339562125
0.0030253492,0.033858828
0.0030263493,0.0337610692
0.0030273493,0.0336629739
0.0030283493,0.0335644847
0.0030293493,0.0334638503
0.0030303493,0.0333572286
0.0030313494,0.0332444929
0.0030323494,0.0331662626
0.0030333494,0.033055309
0.0030343494,0.032954045
0.0030353495,0.0328523758
0.0030363495,0.0327510173
0.0030373495,0.0326487454
0.0030383495,0.0325461652
0.0030393496,0.0324432037
0.0030403496,0.0323382814
0.0030413496,0.0322343499
0.0030423496,0.0321171323
0.0030433496,0.0320117685
0.0030443497,0.0319127106
0.0030453497,0.0318055568
0.0030463497,0.0316992411
0.0030473497,0.031592534
0.0030483498,0.0314854632
0.0030493498,0.0313788317
0.0030503498,0.0312702773
0.0030513498,0.0311633115
0.0030523499,0.0310530866
0.0030533499,0.0309456072
0.0030543499,0.0308237346
0.0030553499,0.0307136243
0.0030563499,0.0306087032
0.00305735,0.0304969027
0.00305835,0.0303860417
0.00305935,0.030274334
0.00306035,0.030163069
0.0030613501,0.0300510087
