Record Length,2500,Points,-249.99998277E-6,800.000011921E-3,,Record Length,2500,Points,-249.99998277E-6,5.00000000,
Sample Interval,200.00000234E-9,s,-249.79998125E-6,600.000023842E-3,,Sample Interval,200.00000234E-9,s,-249.79998125E-6,5.00000000,
Trigger Point,1.2500000E3,Samples,-249.59997972E-6,400.00000596E-3,,Trigger Point,1.2500000E3,Samples,-249.59997972E-6,4.80000019,
,,,-249.39997820E-6,400.00000596E-3,,,,,-249.39997820E-6,5.00000000,
,,,-249.19997668E-6,400.00000596E-3,,,,,-249.19997668E-6,4.59999990,
,,,-248.99997516E-6,200.00000298E-3,,,,,-248.99997516E-6,4.80000019,
Source,CH1,,-248.79997363E-6,200.00000298E-3,,Source,CH2,,-248.79997363E-6,4.59999990,
Vertical Units,Volts,,-248.59997211E-6,0.0,,Vertical Units,Volts,,-248.59997211E-6,4.59999990,
Vertical Scale,5.00000007,,-248.39997059E-6,400.00000596E-3,,Vertical Scale,5.00000007,,-248.39997059E-6,4.59999990,
Vertical Offset,0,,-248.19996906E-6,0.0,,Vertical Offset,0,,-248.19996906E-6,4.40000010,
Horizontal Units,s,,-247.99999665E-6,400.00000596E-3,,Horizontal Units,s,,-247.99999665E-6,4.59999990,
Horizontal Scale,50.00000058E-6,,-247.79999512E-6,0.0,,Horizontal Scale,50.00000058E-6,,-247.79999512E-6,4.40000010,
Pt Fmt,Y,,-247.59999360E-6,400.00000596E-3,,Pt Fmt,Y,,-247.59999360E-6,4.40000010,
Yzero,0.0,,-247.39999208E-6,200.00000298E-3,,Yzero,40.00000000E-3,,-247.39999208E-6,4.40000010,
Probe Atten,1.000000,,-247.19999055E-6,-200.00000298E-3,,Probe Atten,1.000000,,-247.19999055E-6,4.20000029,
,,,-246.99998903E-6,0.0,,,,,-246.99998903E-6,4.40000010,
Note,TDS 2012 - 12:19:11 PM   9/29/2016,,-246.79998751E-6,-200.00000298E-3,,Note,TDS 2012 - 12:19:11 PM   9/29/2016,,-246.79998751E-6,4.00000000,
,,,-246.59998599E-6,0.0,,,,,-246.59998599E-6,4.00000000,
,,,-246.39998446E-6,-200.00000298E-3,,,,,-246.39998446E-6,4.00000000,
,,,-246.19998294E-6,-400.00000596E-3,,,,,-246.19998294E-6,4.20000029,
,,,-245.99998142E-6,-400.00000596E-3,,,,,-245.99998142E-6,4.00000000,
,,,-245.79997989E-6,-400.00000596E-3,,,,,-245.79997989E-6,4.00000000,
,,,-245.59997837E-6,-600.000023842E-3,,,,,-245.59997837E-6,3.79999995,
,,,-245.39997685E-6,-800.000011921E-3,,,,,-245.39997685E-6,3.60000014,
,,,-245.19997532E-6,-600.000023842E-3,,,,,-245.19997532E-6,4.00000000,
,,,-244.99997380E-6,-800.000011921E-3,,,,,-244.99997380E-6,3.60000014,
,,,-244.79997228E-6,-800.000011921E-3,,,,,-244.79997228E-6,3.79999995,
,,,-244.59997076E-6,-1.000000,,,,,-244.59997076E-6,3.60000014,
,,,-244.39996923E-6,-1.000000,,,,,-244.39996923E-6,3.40000010,
,,,-244.19999681E-6,-1.000000,,,,,-244.19999681E-6,3.40000010,
,,,-243.99998074E-6,-800.000011921E-3,,,,,-243.99998074E-6,3.40000010,
,,,-243.79997922E-6,-1.000000,,,,,-243.79997922E-6,3.20000005,
,,,-243.59997769E-6,-1.2000000,,,,,-243.59997769E-6,3.40000010,
,,,-243.39997617E-6,-1.2000000,,,,,-243.39997617E-6,3.20000005,
,,,-243.19998920E-6,-1.000000,,,,,-243.19998920E-6,3.20000005,
,,,-242.99998768E-6,-1.2000000,,,,,-242.99998768E-6,3.00000000,
,,,-242.79998615E-6,-1.2000000,,,,,-242.79998615E-6,3.20000005,
,,,-242.59998463E-6,-1.2000000,,,,,-242.59998463E-6,3.00000000,
,,,-242.39998311E-6,-1.6000000,,,,,-242.39998311E-6,3.00000000,
,,,-242.19998159E-6,-1.4000000,,,,,-242.19998159E-6,3.00000000,
,,,-241.99998006E-6,-1.6000000,,,,,-241.99998006E-6,3.20000005,
,,,-241.79997854E-6,-1.4000000,,,,,-241.79997854E-6,2.79999995,
,,,-241.59997702E-6,-1.8000001,,,,,-241.59997702E-6,2.79999995,
,,,-241.39997549E-6,-1.4000000,,,,,-241.39997549E-6,2.79999995,
,,,-241.19998852E-6,-1.6000000,,,,,-241.19998852E-6,2.6000001,
,,,-240.99998700E-6,-1.4000000,,,,,-240.99998700E-6,2.6000001,
,,,-240.79998548E-6,-1.8000001,,,,,-240.79998548E-6,2.6000001,
,,,-240.59998395E-6,-1.8000001,,,,,-240.59998395E-6,2.6000001,
,,,-240.39998243E-6,-1.8000001,,,,,-240.39998243E-6,2.6000001,
,,,-240.19998091E-6,-1.8000001,,,,,-240.19998091E-6,2.79999995,
,,,-239.99997939E-6,-1.8000001,,,,,-239.99997939E-6,2.6000001,
,,,-239.79997786E-6,-2.0000000,,,,,-239.79997786E-6,2.6000001,
,,,-239.59997634E-6,-2.0000000,,,,,-239.59997634E-6,2.4000001,
,,,-239.39998937E-6,-2.0000000,,,,,-239.39998937E-6,2.2000000,
,,,-239.19998785E-6,-2.0000000,,,,,-239.19998785E-6,2.4000001,
,,,-238.99998632E-6,-2.4000001,,,,,-238.99998632E-6,2.4000001,
,,,-238.79998480E-6,-2.2000000,,,,,-238.79998480E-6,2.2000000,
,,,-238.59998328E-6,-2.2000000,,,,,-238.59998328E-6,2.0000000,
,,,-238.39998175E-6,-2.2000000,,,,,-238.39998175E-6,2.2000000,
,,,-238.19998023E-6,-2.6000001,,,,,-238.19998023E-6,2.2000000,
,,,-237.99997871E-6,-2.4000001,,,,,-237.99997871E-6,2.0000000,
,,,-237.79997719E-6,-2.2000000,,,,,-237.79997719E-6,2.0000000,
,,,-237.59997566E-6,-2.4000001,,,,,-237.59997566E-6,2.0000000,
,,,-237.39998869E-6,-2.4000001,,,,,-237.39998869E-6,1.8000001,
,,,-237.19998717E-6,-2.4000001,,,,,-237.19998717E-6,1.8000001,
,,,-236.99998565E-6,-2.6000001,,,,,-236.99998565E-6,1.8000001,
,,,-236.79998412E-6,-2.4000001,,,,,-236.79998412E-6,1.8000001,
,,,-236.59998260E-6,-2.6000001,,,,,-236.59998260E-6,1.8000001,
,,,-236.39998108E-6,-2.79999995,,,,,-236.39998108E-6,1.8000001,
,,,-236.19997955E-6,-2.6000001,,,,,-236.19997955E-6,1.8000001,
,,,-235.99997803E-6,-2.6000001,,,,,-235.99997803E-6,1.6000000,
,,,-235.79997651E-6,-2.6000001,,,,,-235.79997651E-6,1.6000000,
,,,-235.59998954E-6,-2.6000001,,,,,-235.59998954E-6,1.6000000,
,,,-235.39998801E-6,-2.79999995,,,,,-235.39998801E-6,1.4000000,
,,,-235.19998649E-6,-2.6000001,,,,,-235.19998649E-6,1.6000000,
,,,-234.99998497E-6,-3.00000000,,,,,-234.99998497E-6,1.4000000,
,,,-234.79998345E-6,-3.20000005,,,,,-234.79998345E-6,1.4000000,
,,,-234.59998192E-6,-3.20000005,,,,,-234.59998192E-6,1.4000000,
,,,-234.39998040E-6,-2.79999995,,,,,-234.39998040E-6,1.4000000,
,,,-234.19997888E-6,-3.00000000,,,,,-234.19997888E-6,1.4000000,
,,,-233.99997735E-6,-3.00000000,,,,,-233.99997735E-6,1.4000000,
